ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
GO:0016491	oxidoreductase activity	430	16	CNAG_00716,CNAG_01075,CNAG_01500,CNAG_01577,CNAG_01981,CNAG_02048,CNAG_02099,CNAG_02140,CNAG_03168,CNAG_03226,CNAG_03898,CNAG_04467,CNAG_04862,CNAG_05115,CNAG_05602,CNAG_06663,	3.7	2.68	3.25	0.000200112823353	0.00400225646705	0.00400225646705
GO:0019843	rRNA binding	13	2	CNAG_01187,CNAG_02136,	15.4	11.07	13.25	0.0134491427513	0.09485960386	0.268982855026
GO:0016779	nucleotidyltransferase activity	68	4	CNAG_01179,CNAG_02385,CNAG_04215,CNAG_06052,	5.9	4.23	4.64	0.0142859381282	0.09485960386	0.285718762563
GO:0016746	acyltransferase activity	74	4	CNAG_00973,CNAG_01656,CNAG_02099,CNAG_02270,	5.4	3.89	4.24	0.018971920772	0.09485960386	0.37943841544
