gene	geneName	baseMean	log2FC	stderror	padj
CNAG_00002	NA	304.263	0.6	0.164	0.001072
CNAG_00003	NA	36.741	-0.469	0.336	0.2683
CNAG_00004	NA	85.994	0.172	0.24	0.6052
CNAG_00005	NA	385.937	0.422	0.206	0.0874
CNAG_00006	NA	1214.733	0.263	0.147	0.1439
CNAG_00007	NA	485.269	0.764	0.162	1.798e-5
CNAG_00008	NA	206.539	-0.099	0.19	0.7157
CNAG_00009	NA	203.159	-0.344	0.185	0.127
CNAG_00010	NA	230.508	-0.092	0.186	0.734
CNAG_00011	NA	112.897	-0.069	0.211	0.8249
CNAG_00012	NA	297.445	0.113	0.178	0.652
CNAG_00013	NA	218.161	0.069	0.206	0.8206
CNAG_00014	NA	32.696	-0.279	0.349	0.5568
CNAG_00015	NA	171.581	-1.417	0.194	5.906e-12
CNAG_00016	NA	318.127	0.873	0.175	5.055e-6
CNAG_00017	NA	60.058	-0.573	0.287	0.0968
CNAG_00018	FZC6	410.549	0.474	0.192	0.03473
CNAG_00019	NA	2567.336	0.921	0.146	4.355e-9
CNAG_00020	NA	712.232	0.205	0.157	0.3038
CNAG_00021	NA	621.786	0.632	0.2	0.005327
CNAG_00022	NA	606.272	0.52	0.148	0.00179
CNAG_00023	NA	20.155	-1.57	0.458	0.002377
CNAG_00024	NA	987.85	0.303	0.21	0.2506
CNAG_00025	VCX1	325.718	-1.174	0.194	1.92e-8
CNAG_00026	NA	543.346	0.976	0.161	1.691e-8
CNAG_00027	NA	94.156	0.285	0.229	0.3312
CNAG_00028	NA	77.096	0.229	0.333	0.6211
CNAG_00029	NA	23.94	-0.13	0.4	0.8269
CNAG_00030	NA	17.513	-0.991	0.516	0.1127
CNAG_00031	MLR1	104.055	0.476	0.224	0.07558
CNAG_00032	NA	26.531	-0.11	0.394	0.8534
CNAG_00034	RPL9B	34887.169	1.063	0.147	1.115e-11
CNAG_00035	NA	32.091	-1.685	0.381	5.881e-5
CNAG_00036	SEC14-2	149.801	-3.128	0.239	3.453e-37
CNAG_00038	NA	92.711	-0.477	0.229	0.08188
CNAG_00039	ZFC6	10.416	-1.101	0.63	0.1537
CNAG_00040	ERG11	1050.356	0.04	0.152	0.8614
CNAG_00043	NA	139.219	0.142	0.216	0.6385
CNAG_00044	NA	269.026	0.515	0.236	0.06671
CNAG_00045	NA	138.166	-0.673	0.221	0.007612
CNAG_00046	NA	1121.9	0.465	0.144	0.004435
CNAG_00047	PKP1	45.118	-0.134	0.302	0.7594
CNAG_00048	NA	30.869	-0.432	0.346	0.3282
CNAG_00049	NA	27.106	-0.132	0.427	0.8365
CNAG_00050	NA	99.972	-0.206	0.294	0.6141
CNAG_00051	SNT1	304.642	0.057	0.185	0.8354
CNAG_00052	NA	40.396	-1.069	0.33	0.004313
CNAG_00053	NA	86.46	-0.628	0.259	0.03847
CNAG_00054	NA	57.787	-1.832	0.297	9.326e-9
CNAG_00055	NA	553.871	-0.174	0.193	0.503
CNAG_00056	NA	243.037	-0.439	0.218	0.09419
CNAG_00057	FPP1	324.152	-1.636	0.172	7.605000000000001e-20
CNAG_00058	NA	1743.2	0.784	0.149	1.278e-6
CNAG_00059	NA	107.518	0.239	0.228	0.4259
CNAG_00060	NA	209.396	0.125	0.188	0.6346
CNAG_00061	CIT1	10057.586	0.912	0.16	1.272e-7
CNAG_00062	NA	795.596	0.38	0.159	0.04203
CNAG_00063	CSE4	399.724	0.327	0.161	0.09199
CNAG_00064	NA	893.451	-0.744	0.204	0.00116
CNAG_00065	NA	2713.984	0.492	0.149	0.003619
CNAG_00066	NA	183.262	0.002	0.192	0.9937
CNAG_00067	SSS1	2417.777	0.449	0.167	0.01995
CNAG_00068	NA	64.617	-0.371	0.271	0.2799
CNAG_00069	NA	16.965	-0.664	0.46	0.2494
CNAG_00070	NA	153.544	-0.398	0.217	0.1307
CNAG_00072	NA	757.003	-0.082	0.165	0.7305
CNAG_00073	NA	211.157	0.217	0.185	0.3639
CNAG_00074	NA	733.365	-1.092	0.144	8.754e-13
CNAG_00075	NA	345.389	-0.724	0.17	1.103e-4
CNAG_00076	NDX6	210.424	0.07	0.21	0.8228
CNAG_00077	NA	1221.178	-0.843	0.17	5.304e-6
CNAG_00078	NA	121.479	0.134	0.237	0.6897
CNAG_00079	NA	86.877	-0.044	0.23	0.9025
CNAG_00080	NA	14.967	-2.017	0.557	0.001249
CNAG_00081	NA	643.844	0.619	0.174	0.00153
CNAG_00082	NA	127.539	-0.143	0.219	0.6419
CNAG_00083	CCC1	121.438	0.02	0.222	0.952
CNAG_00084	NA	1177.486	0.863	0.169	2.717e-6
CNAG_00085	NA	318.228	0.304	0.181	0.1722
CNAG_00086	NA	831.454	0.72	0.206	0.001885
CNAG_00087	NA	213.107	-0.223	0.216	0.4339
CNAG_00088	NA	523.53	0.342	0.155	0.06352
CNAG_00089	NA	357.286	0.584	0.17	0.002288
CNAG_00090	NA	355.822	0.03	0.163	0.9035
CNAG_00091	NA	70.552	-1.197	0.278	9.335e-5
CNAG_00092	NA	1623.07	0.595	0.177	0.002967
CNAG_00093	NA	185.77	-2.132	0.199	4.83e-25
CNAG_00094	NA	35.757	-0.019	0.322	0.9682
CNAG_00095	NA	307.775	0.238	0.17	0.2674
CNAG_00096	NA	140.298	0.568	0.228	0.03334
CNAG_00097	ITR1	64.424	-0.773	0.298	0.02568
CNAG_00098	NA	163.04	-0.448	0.196	0.0533
CNAG_00099	NA	701.78	0.225	0.168	0.2922
CNAG_00100	NA	4379.505	1.631	0.231	3.007e-11
CNAG_00101	KEI1	544.773	0.252	0.151	0.1754
CNAG_00104	NA	2527.434	0.547	0.139	4.191e-4
CNAG_00106	TCO5	190.677	0.14	0.217	0.646
CNAG_00107	NA	29.29	-1.175	0.391	0.008745
CNAG_00108	NA	1247.138	0.64	0.196	0.003935
CNAG_00109	NA	1371.334	0.773	0.142	5.441e-7
CNAG_00110	HPI3	420.516	-0.621	0.175	0.001603
CNAG_00111	NA	753.178	0.609	0.147	1.72e-4
CNAG_00115	NA	252.624	0.062	0.225	0.8547
CNAG_00116	NA	34341.323	1.177	0.177	4.56e-10
CNAG_00117	ERG24	795.965	0.543	0.149	0.001177
CNAG_00118	NA	257.54	0.246	0.194	0.3205
CNAG_00119	NA	87.554	-0.078	0.246	0.8319
CNAG_00120	NA	401.564	0.58	0.181	0.004767
CNAG_00121	NA	531.1	0.155	0.163	0.4767
CNAG_00122	NA	179.496	0.038	0.208	0.9061
CNAG_00123	NA	13.681	-1.082	0.509	0.07575
CNAG_00124	CAS32	459.983	-0.751	0.186	2.687e-4
CNAG_00125	CRG1	42.205	-0.098	0.309	0.8311
CNAG_00126	NA	459.621	0.119	0.181	0.6402
CNAG_00127	NA	61.949	-0.223	0.266	0.5389
CNAG_00128	NA	144.099	0.105	0.205	0.7219
CNAG_00129	NA	159.07	-0.121	0.193	0.6555
CNAG_00130	RCK2	431.903	-1.029	0.162	3.177e-9
CNAG_00131	NA	52.626	-0.545	0.297	0.1327
CNAG_00132	NA	21.461	-0.194	0.42	0.7511
CNAG_00133	NA	95.935	0.01	0.228	0.9777
CNAG_00134	NA	178.402	0.202	0.2	0.4428
CNAG_00135	NA	387.28	0.631	0.272	0.04969
CNAG_00136	NA	1280.904	0.044	0.145	0.8396
CNAG_00137	NA	177.539	-1.236	0.197	5.455e-9
CNAG_00138	NA	463.406	0.441	0.21	0.07878
CNAG_00139	NA	237.546	-0.214	0.209	0.4365
CNAG_00140	NA	1484.891	0.69	0.145	1.426e-5
CNAG_00141	NA	49.8	0.174	0.301	0.6839
CNAG_00142	NA	404.071	0.425	0.16	0.02197
CNAG_00143	NA	979.596	0.724	0.164	6.082e-5
CNAG_00144	NA	32	0.109	0.351	0.8354
CNAG_00145	NA	317.199	-0.115	0.206	0.6952
CNAG_00146	PBY101	187.472	0.246	0.213	0.3728
CNAG_00147	NA	3336.466	0.514	0.146	0.00171
CNAG_00148	NA	355.388	0.255	0.164	0.2124
CNAG_00149	NA	7717.12	0.493	0.162	0.007797
CNAG_00150	PQP1	501.769	-0.148	0.168	0.5138
CNAG_00151	NA	261.998	0.615	0.198	0.006521
CNAG_00152	NA	172.697	0.256	0.195	0.2993
CNAG_00153	NA	75.773	0.693	0.253	0.01778
CNAG_00154	NA	285.496	-1.883	0.181	1.2579999999999999e-23
CNAG_00155	NA	0.366	2.059	2.899	0.6085
CNAG_00156	SP1	310.752	-1.139	0.174	9.242e-10
CNAG_00157	NA	873.885	-0.114	0.174	0.6427
CNAG_00158	HOC3	188.046	-0.594	0.186	0.004804
CNAG_00159	NA	195.078	0.225	0.182	0.3341
CNAG_00160	NA	22.419	-0.228	0.405	0.6922
CNAG_00161	NA	32.218	-0.167	0.356	0.747
CNAG_00162	AOX1	75.828	0.268	0.263	0.441
CNAG_00163	NA	175.448	-0.272	0.192	0.26
CNAG_00164	NA	60.309	-2.768	0.318	1.149e-16
CNAG_00165	NA	500.876	0.252	0.151	0.1747
CNAG_00166	NA	321.528	0.277	0.163	0.1652
CNAG_00167	NA	171.274	-0.117	0.196	0.6713
CNAG_00171	NA	45.798	0.705	0.297	0.04383
CNAG_00172	NA	338.487	-0.613	0.182	0.002769
CNAG_00173	NA	175.227	-0.272	0.23	0.3602
CNAG_00174	NA	317.401	-0.021	0.184	0.9408
CNAG_00175	NA	66.385	-0.25	0.262	0.4742
CNAG_00176	NA	2058.599	0.57	0.175	0.004216
CNAG_00177	NA	82.787	-1.387	0.274	3.492e-6
CNAG_00178	NA	569.206	-1.101	0.216	2.823e-6
CNAG_00179	GPA2	92.609	-0.289	0.297	0.4647
CNAG_00180	NA	144.475	0.169	0.242	0.6158
CNAG_00181	FYV10	168.249	-0.518	0.215	0.04074
CNAG_00182	VPS29	204.706	-0.454	0.2	0.05594
CNAG_00183	NA	1272.843	-0.563	0.186	0.007953
CNAG_00184	NA	524.366	0.142	0.15	0.4791
CNAG_00185	NA	359.726	-0.174	0.157	0.3983
CNAG_00186	NA	257.934	0.472	0.208	0.05465
CNAG_00187	UBP16	278.011	0.097	0.18	0.7062
CNAG_00188	NA	271.837	0.099	0.209	0.7455
CNAG_00189	NA	107.862	0.115	0.253	0.7539
CNAG_00190	NA	1477.902	-0.507	0.155	0.004033
CNAG_00191	NA	142.232	-0.012	0.25	0.9742
CNAG_00192	NA	38.976	0.244	0.336	0.5989
CNAG_00193	GAT1	741.097	0.577	0.188	0.007079
CNAG_00194	NA	1773.637	0.127	0.137	0.488
CNAG_00195	NA	215.376	0.333	0.193	0.1599
CNAG_00229	NA	119.009	-0.075	0.262	0.8499
CNAG_00231	NA	40.892	0.155	0.315	0.734
CNAG_00232	RPL30	18901.916	1.256	0.152	3.498e-15
CNAG_00233	NA	870.486	0.682	0.149	3.168e-5
CNAG_00234	NA	279.351	0.43	0.195	0.0639
CNAG_00235	AMT1	159.913	0.673	0.215	0.006023
CNAG_00236	NA	120.742	0.99	0.228	7.897e-5
CNAG_00237	NA	1395.134	0.455	0.157	0.01156
CNAG_00238	NA	6315.464	0.672	0.162	1.819e-4
CNAG_00239	YAP1	164.913	-0.624	0.215	0.01156
CNAG_00240	NA	307.949	-0.112	0.181	0.6611
CNAG_00241	NA	156.328	0.287	0.19	0.2244
CNAG_00242	NA	9.656	-1.568	0.645	0.03826
CNAG_00243	NA	162.279	-0.218	0.202	0.4113
CNAG_00246	NA	227.485	-0.514	0.199	0.02666
CNAG_00247	LYS9	74.151	-0.526	0.245	0.0724
CNAG_00248	NA	138.98	-0.221	0.21	0.4256
CNAG_00249	NA	249.422	-0.988	0.176	1.985e-7
CNAG_00250	NA	690.706	-0.358	0.17	0.07743
CNAG_00251	NA	7.338	-0.561	0.677	0.5433
CNAG_00252	NA	321.309	0.197	0.193	0.4371
CNAG_00253	NA	259.985	0.117	0.215	0.7023
CNAG_00254	NA	156.228	-0.019	0.248	0.9586
CNAG_00255	NA	365.843	0.206	0.171	0.3511
CNAG_00256	NA	692.061	0.681	0.154	6.11e-5
CNAG_00257	NA	347.376	0.013	0.165	0.9595
CNAG_00258	NA	169.121	-0.258	0.188	0.276
CNAG_00259	NA	336.55	0.301	0.172	0.1522
CNAG_00260	NA	639.421	0.418	0.167	0.03251
CNAG_00261	NA	11088.113	-0.603	0.197	0.007346
CNAG_00262	NA	25.307	-0.985	0.386	0.02893
CNAG_00263	PTP4	99.674	-0.301	0.229	0.3001
CNAG_00264	NA	572.358	-0.786	0.164	1.27e-5
CNAG_00265	IDI1	2339.145	0.607	0.143	1.198e-4
CNAG_00266	YFH7	148.581	0.266	0.21	0.3218
CNAG_00267	NA	53.697	0.132	0.294	0.7584
CNAG_00268	ILV2	996.34	0.937	0.226	1.812e-4
CNAG_00269	NA	371.841	-5.984	0.301	2.8669999999999993e-85
CNAG_00270	NA	2622.178	0.539	0.167	0.004426
CNAG_00271	NA	202.008	0.357	0.186	0.1142
CNAG_00272	NA	104.484	0.055	0.23	0.8762
CNAG_00273	NA	65.403	0.345	0.272	0.3205
CNAG_00274	NA	145.456	-0.362	0.206	0.151
CNAG_00275	NA	164.069	-1.189	0.212	2.176e-7
CNAG_00276	NA	87.246	-0.57	0.26	0.06519
CNAG_00277	NA	84.085	-0.17	0.249	0.6245
CNAG_00278	NA	173.728	0.34	0.207	0.1836
CNAG_00279	NA	593.977	0.621	0.183	0.002647
CNAG_00280	NA	1579.421	0.391	0.155	0.03014
CNAG_00283	NA	27.509	-0.059	0.368	0.9168
CNAG_00284	NA	34.849	-1.269	0.347	0.001109
CNAG_00285	NA	53.616	-0.479	0.28	0.1641
CNAG_00286	NAB2	395.24	0.481	0.171	0.01495
CNAG_00287	NA	3797.738	0.522	0.152	0.002248
CNAG_00288	NA	148.527	0.063	0.199	0.8322
CNAG_00289	NA	92.368	0.625	0.246	0.0293
CNAG_00290	NA	268.769	-0.329	0.172	0.1141
CNAG_00291	NA	11.56	0.555	0.545	0.4391
CNAG_00292	NA	1920.967	0.718	0.149	1.121e-5
CNAG_00293	RAS1	803.012	0.164	0.146	0.3855
CNAG_00294	NA	453.672	0.654	0.165	3.721e-4
CNAG_00295	NA	0.312	0.156	3.115	0.9742
CNAG_00299	NA	146.96	0.596	0.231	0.02647
CNAG_00300	NA	288.029	-0.871	0.232	7.757e-4
CNAG_00301	NA	764.221	-2.587	0.2	2.1309999999999998e-36
CNAG_00302	NA	75.489	-0.967	0.268	0.001275
CNAG_00303	NA	6.704	0.397	0.715	0.6961
CNAG_00304	NA	206.847	0.578	0.191	0.00791
CNAG_00305	NA	3836.673	0.823	0.179	2.69e-5
CNAG_00306	MTN2	42.333	0.249	0.32	0.5706
CNAG_00307	NA	5209.602	0.835	0.177	1.774e-5
CNAG_00308	NA	58.311	0.329	0.275	0.3523
CNAG_00309	NA	145.659	0.111	0.199	0.6938
CNAG_00310	NA	109.209	-0.141	0.22	0.6494
CNAG_00311	NA	865.013	0.571	0.176	0.004296
CNAG_00312	NA	235.457	-0.061	0.178	0.8174
CNAG_00313	NA	84.387	-0.426	0.256	0.1772
CNAG_00314	NA	115.318	-0.348	0.214	0.1871
CNAG_00315	NA	66.273	-1.014	0.313	0.004336
CNAG_00316	HAM1	522.867	0.608	0.18	0.002714
CNAG_00317	NA	161.207	0.019	0.208	0.952
CNAG_00318	NA	1091.793	-0.074	0.163	0.7523
CNAG_00319	NA	626.66	0.097	0.159	0.6627
CNAG_00320	NA	144.537	-0.207	0.199	0.4297
CNAG_00321	NA	11.36	-1.848	0.611	0.008191
CNAG_00322	NA	213.409	-0.035	0.232	0.9217
CNAG_00323	NA	5.859	-0.662	0.761	0.521
CNAG_00326	NA	890.372	0.414	0.142	0.0112
CNAG_00327	NA	84.167	0.043	0.264	0.9164
CNAG_00328	NA	187.397	-0.128	0.232	0.6975
CNAG_00329	NA	1829.688	0.718	0.16	4.544e-5
CNAG_00330	NA	279.782	0.105	0.191	0.6974
CNAG_00331	NA	21.883	-0.062	0.406	0.9214
CNAG_00332	SIP4	168.512	-0.372	0.199	0.1229
CNAG_00333	NA	170.359	-0.466	0.217	0.07142
CNAG_00334	NA	72405.453	0.993	0.163	1.346e-8
CNAG_00335	NA	204.934	0.077	0.179	0.7677
CNAG_00337	NA	714.21	-1.019	0.15	2.114e-10
CNAG_00342	NA	405.918	-0.027	0.154	0.9095
CNAG_00343	NA	108.658	0.161	0.253	0.6505
CNAG_00344	NA	82.746	-0.442	0.25	0.148
CNAG_00345	NA	558.335	0.922	0.151	1.337e-8
CNAG_00346	NA	149.321	-0.641	0.218	0.01024
CNAG_00347	NA	218.756	0.191	0.19	0.449
CNAG_00348	NA	108.394	-0.793	0.224	0.001637
CNAG_00349	NA	18.374	-2.196	0.506	8.173e-5
CNAG_00351	NA	96.754	0.027	0.258	0.9456
CNAG_00352	NA	323.883	0.036	0.172	0.8945
CNAG_00353	LPI16	218.45	0.082	0.185	0.7604
CNAG_00354	NA	722.825	-0.615	0.148	1.655e-4
CNAG_00355	NA	585.844	0.201	0.159	0.3227
CNAG_00356	NA	391.329	0.07	0.161	0.7635
CNAG_00357	NA	113.877	0.003	0.218	0.9928
CNAG_00358	NA	97.265	0.407	0.231	0.15
CNAG_00359	NA	764.308	-1.359	0.17	3.325e-14
CNAG_00360	NA	242.161	-1.571	0.201	1.398e-13
CNAG_00361	RVS167	1427.963	-0.048	0.14	0.8154
CNAG_00362	NA	204.906	0.082	0.201	0.7784
CNAG_00363	TCO6	396.413	-0.617	0.167	9.803e-4
CNAG_00364	NA	170.28	0.184	0.209	0.5155
CNAG_00365	NA	428.802	0.396	0.16	0.03382
CNAG_00366	NA	8.023	-0.284	0.636	0.7594
CNAG_00367	DYN5	78.269	-0.23	0.269	0.5297
CNAG_00368	NA	70.717	0.138	0.259	0.7095
CNAG_00369	NA	93.449	0.228	0.247	0.4922
CNAG_00370	UBI1	26197.059	1.141	0.159	1.429e-11
CNAG_00371	NA	44.677	-0.01	0.292	0.9822
CNAG_00372	NA	255.449	0.614	0.202	0.007798
CNAG_00373	NA	263.944	-0.085	0.221	0.7939
CNAG_00374	NA	68.866	-1.915	0.289	5.294e-10
CNAG_00375	GCN5	252.622	-0.173	0.194	0.5074
CNAG_00377	NA	554.949	-0.1	0.165	0.6682
CNAG_00378	NA	34.188	-1.117	0.351	0.005031
CNAG_00383	APT3	292.394	0.068	0.17	0.7844
CNAG_00384	NA	90.384	0.209	0.236	0.5117
CNAG_00385	NA	1406.804	0.089	0.174	0.7219
CNAG_00386	NA	839.437	0.765	0.147	1.836e-6
CNAG_00387	LPI13	299.119	0.083	0.164	0.7253
CNAG_00388	NA	291.749	-0.434	0.176	0.03495
CNAG_00389	NA	411.966	0.055	0.198	0.8545
CNAG_00390	YMR1	57.203	-0.099	0.278	0.8103
CNAG_00391	NA	195.587	0.471	0.188	0.03227
CNAG_00392	NA	89.377	-0.068	0.255	0.8609
CNAG_00393	NA	103.192	0.057	0.215	0.8614
CNAG_00394	NA	931.951	0.498	0.146	0.002452
CNAG_00395	NA	93.855	-0.75	0.229	0.00378
CNAG_00396	PKA1	131.061	-0.339	0.208	0.1868
CNAG_00397	NA	25.582	-0.769	0.378	0.09047
CNAG_00398	NA	492.517	-1.471	0.177	2.841e-15
CNAG_00399	NA	319.263	-1.703	0.176	2.064e-20
CNAG_00400	NA	899.322	-0.433	0.154	0.01505
CNAG_00401	NA	178.769	-0.311	0.203	0.2183
CNAG_00402	NA	870.519	0.451	0.153	0.01024
CNAG_00403	NA	207.226	0.539	0.217	0.03376
CNAG_00404	NA	123.192	-0.386	0.207	0.1244
CNAG_00405	KIC1	188.055	-0.343	0.183	0.1243
CNAG_00406	NA	463.773	-0.139	0.186	0.5875
CNAG_00407	NA	1073.092	-0.905	0.158	1.073e-7
CNAG_00408	PPH3	108.996	-0.026	0.257	0.9471
CNAG_00409	NA	111.534	0.341	0.222	0.2165
CNAG_00410	NA	450.207	1.075	0.165	1.143e-9
CNAG_00411	NA	479.481	0.516	0.168	0.007164
CNAG_00413	OFD1	696.889	1.084	0.202	7.909e-7
CNAG_00414	MAK32	69.848	0.11	0.265	0.7745
CNAG_00415	CDC2801	124.119	0.352	0.23	0.2182
CNAG_00416	NA	137.803	-0.244	0.231	0.4228
CNAG_00417	NA	16168.806	1.033	0.166	6.104e-9
CNAG_00418	NA	14306.427	0.366	0.144	0.02996
CNAG_00419	NA	66.067	-1.824	0.274	4.925e-10
CNAG_00420	NA	437.276	0.019	0.16	0.937
CNAG_00421	NA	331.296	-0.168	0.165	0.4392
CNAG_00422	NA	170.398	-0.06	0.193	0.8354
CNAG_00423	NA	511.79	-0.411	0.189	0.06702
CNAG_00424	NA	664.283	0.485	0.172	0.01457
CNAG_00425	NA	6.762	-1.241	0.752	0.181
CNAG_00426	NA	172.647	0.341	0.197	0.1588
CNAG_00427	PTC5	1397.826	0.059	0.169	0.813
CNAG_00428	NA	303.04	-0.161	0.184	0.518
CNAG_00429	NA	313.551	0.575	0.192	0.00906
CNAG_00430	NA	40.913	0.202	0.313	0.6457
CNAG_00433	NA	117.609	0.37	0.222	0.1767
CNAG_00434	NA	240.438	0.581	0.183	0.005388
CNAG_00435	NA	34.324	0.063	0.357	0.9095
CNAG_00436	NA	164.243	-0.758	0.199	6.343e-4
CNAG_00437	NA	157.111	-0.436	0.206	0.07639
CNAG_00438	NA	85.797	-0.415	0.283	0.2402
CNAG_00439	NA	138.491	0.372	0.203	0.132
CNAG_00440	SSN801	56.168	0.049	0.296	0.9151
CNAG_00441	IMD1	12587.867	0.391	0.153	0.02814
CNAG_00442	NA	942.087	0.158	0.174	0.4974
CNAG_00443	NA	29.192	0.599	0.362	0.1798
CNAG_00444	NA	162.591	0.174	0.199	0.5188
CNAG_00445	NHP6B01	273.495	-0.115	0.18	0.6483
CNAG_00446	NA	0.937	0.259	2.089	0.9353
CNAG_00447	NA	2193.819	0.829	0.147	1.786e-7
CNAG_00448	NA	554.032	0.346	0.156	0.06208
CNAG_00449	NA	600.154	0.317	0.156	0.09064
CNAG_00450	LEU2	2997.182	0.676	0.153	6.251e-5
CNAG_00451	NA	53.706	0.353	0.293	0.3482
CNAG_00452	NA	31.53	-0.053	0.386	0.9287
CNAG_00453	NA	456.011	0.259	0.168	0.2166
CNAG_00454	NA	3.06	-0.894	1.078	0.5431
CNAG_00455	UBP16	539.215	0.251	0.193	0.3074
CNAG_00456	ISP6	479.522	0.202	0.152	0.2947
CNAG_00457	GLN1	8350.229	-0.067	0.142	0.7455
CNAG_00458	NA	1232.824	-0.205	0.165	0.3306
CNAG_00460	LIV1	184.071	-0.006	0.201	0.9849
CNAG_00461	NA	628.161	-0.072	0.145	0.7294
CNAG_00462	NA	628.37	0.958	0.165	7.784e-8
CNAG_00463	NA	0.23	-0.806	3.747	0.8894
CNAG_00464	NA	1028.149	0.239	0.155	0.2128
CNAG_00465	NA	453.869	-3.829	0.208	4.884999999999999e-73
CNAG_00466	NA	335.737	0.03	0.174	0.9105
CNAG_00467	NA	309.433	-0.417	0.224	0.1266
CNAG_00468	NA	503.968	-0.461	0.18	0.02837
CNAG_00469	NA	246.989	0.263	0.178	0.2379
CNAG_00470	NA	302.967	0.513	0.189	0.01902
CNAG_00471	NA	627.904	0.565	0.253	0.05932
CNAG_00472	NA	141.759	-0.46	0.212	0.0684
CNAG_00473	OST2	1195.544	-0.149	0.156	0.4741
CNAG_00474	NA	44.836	-1.152	0.315	0.001105
CNAG_00475	NA	217.951	0.494	0.186	0.02203
CNAG_00476	NA	10.667	-0.44	0.583	0.5828
CNAG_00480	NA	168.697	-0.957	0.197	9.464e-6
CNAG_00481	NA	0.122	-0.806	4.08	0.8981
CNAG_00482	NA	282.695	0.391	0.173	0.05582
CNAG_00483	ACT1	6070.113	-0.099	0.157	0.6538
CNAG_00484	NA	81.541	-0.059	0.239	0.8729
CNAG_00485	NA	147.71	-5.041	0.369	1.698e-40
CNAG_00486	NA	459.681	0.798	0.177	3.903e-5
CNAG_00487	NA	53.946	-0.688	0.297	0.04993
CNAG_00488	NA	23.375	0.295	0.397	0.5908
CNAG_00490	NA	254.469	-1.749	0.214	8.517e-15
CNAG_00491	NA	495.789	0.235	0.192	0.339
CNAG_00492	NA	11.255	-1.14	0.563	0.09233
CNAG_00493	NA	69.012	-0.236	0.257	0.4933
CNAG_00495	NA	383.199	-0.295	0.195	0.2242
CNAG_00496	NA	174.636	0.158	0.184	0.5266
CNAG_00497	NA	126.815	-0.618	0.22	0.01464
CNAG_00498	CDC14	145.752	-1.07	0.243	6.283e-5
CNAG_00499	NA	323.595	0.241	0.167	0.2475
CNAG_00500	PTC1	1227.828	-0.151	0.143	0.425
CNAG_00501	NA	41.994	-0.327	0.306	0.4184
CNAG_00502	NA	221.81	0.562	0.183	0.007138
CNAG_00503	NA	327.663	0.092	0.164	0.6938
CNAG_00504	NA	162.466	0.499	0.203	0.03603
CNAG_00505	FZC28	52.84	-0.079	0.276	0.8499
CNAG_00506	NA	157.54	0.217	0.196	0.395
CNAG_00508	VPS17	230.81	-0.248	0.173	0.2526
CNAG_00509	NA	1244.692	0.908	0.149	1.406e-8
CNAG_00510	NA	727.372	0.597	0.205	0.01146
CNAG_00511	NA	12.656	0.441	0.571	0.5732
CNAG_00512	NA	492.602	0.68	0.178	6.06e-4
CNAG_00513	NA	361.616	0.379	0.191	0.1007
CNAG_00514	NA	251.604	0.184	0.195	0.4801
CNAG_00515	NA	85.872	-2.939	0.294	6.316999999999999e-22
CNAG_00516	PEX7	53.41	0.601	0.327	0.1306
CNAG_00517	NA	377.85	0.12	0.208	0.6837
CNAG_00519	ERG3	677.667	-0.331	0.17	0.1077
CNAG_00520	NA	393.699	1.048	0.179	5.796e-8
CNAG_00521	NA	130.242	-0.466	0.208	0.05927
CNAG_00522	NA	67.772	-0.031	0.261	0.9369
CNAG_00523	NA	96.509	-0.01	0.252	0.9795
CNAG_00524	NA	185.538	-0.42	0.195	0.07023
CNAG_00525	NA	132.416	0.003	0.2	0.9896
CNAG_00526	NA	71.4	-2.706	0.316	3.888e-16
CNAG_00527	NA	1420.698	0.389	0.212	0.1319
CNAG_00528	NA	133.728	-0.22	0.227	0.4667
CNAG_00529	NA	80.943	-0.523	0.294	0.146
CNAG_00531	ENA1	142.08	-1.962	0.238	5.138e-15
CNAG_00532	NA	278.87	-0.09	0.183	0.7319
CNAG_00533	TIM50	1222.635	0.554	0.169	0.003745
CNAG_00534	NA	4677.816	0.911	0.145	4.1920000000000004e-09
CNAG_00535	NA	830.081	0.625	0.145	8.886e-5
CNAG_00536	NA	2442.681	0.613	0.136	4.284e-5
CNAG_00537	NA	118.588	-2.355	0.277	6.813e-16
CNAG_00538	NA	1486.5	0.607	0.191	0.005034
CNAG_00539	NA	95.927	-0.627	0.229	0.01824
CNAG_00540	NA	15.275	0.608	0.494	0.3367
CNAG_00541	NA	47.697	0.07	0.288	0.8744
CNAG_00542	NA	23.018	-0.003	0.394	0.9957
CNAG_00543	NA	1060.783	-1.469	0.194	7.621e-13
CNAG_00544	NA	208.953	0.058	0.176	0.8251
CNAG_00545	NA	191.723	-0.411	0.201	0.08793
CNAG_00546	CHS4	245.669	-1.945	0.217	9.783e-18
CNAG_00547	NA	310.32	-0.399	0.191	0.08188
CNAG_00549	NA	0	NA	NA	NA
CNAG_00550	NA	42.839	-0.578	0.311	0.1263
CNAG_00551	NA	653.083	0.246	0.152	0.1891
CNAG_00554	ISC1	204.029	-0.299	0.193	0.2134
CNAG_00555	NA	264.02	0.079	0.177	0.7594
CNAG_00556	CCK1	302.534	0.189	0.201	0.4815
CNAG_00557	NA	1176.937	0.512	0.154	0.003389
CNAG_00558	NA	497.591	-0.35	0.154	0.05465
CNAG_00559	BZP3	497.886	-1.237	0.179	9.28e-11
CNAG_00560	NA	953.498	0.193	0.145	0.2935
