gene	geneName	baseMean	log2FC	stderror	padj
CNAG_00002	NA	511.123	-0.064	0.112	0.7166
CNAG_00003	NA	72.108	0.193	0.245	0.5986
CNAG_00004	NA	113.064	-0.05	0.188	0.8759
CNAG_00005	NA	820.241	0.13	0.105	0.372
CNAG_00006	NA	1965.086	0.165	0.084	0.1218
CNAG_00007	NA	376.158	-0.564	0.134	1.729e-4
CNAG_00008	NA	383.547	0.084	0.12	0.6479
CNAG_00009	NA	278.708	-0.155	0.135	0.4151
CNAG_00010	NA	333.878	0.089	0.141	0.6853
CNAG_00011	NA	228.009	0.181	0.143	0.3599
CNAG_00012	NA	561.433	0.099	0.126	0.5986
CNAG_00013	NA	450.903	0.108	0.115	0.5165
CNAG_00014	NA	86.56	0.309	0.21	0.2745
CNAG_00015	NA	516.389	0.563	0.123	3.8e-5
CNAG_00016	NA	290.9	-0.435	0.134	0.00549
CNAG_00017	NA	175.499	0.164	0.161	0.4773
CNAG_00018	FZC6	565.468	-0.047	0.116	0.8035
CNAG_00019	NA	2373.365	-0.494	0.09	6.473e-7
CNAG_00020	NA	1156.329	0.032	0.121	0.879
CNAG_00021	NA	385.251	-1.036	0.144	1.635e-11
CNAG_00022	NA	660.333	-0.046	0.107	0.7899
CNAG_00023	NA	64.102	-0.046	0.245	0.914
CNAG_00024	NA	773.847	-0.917	0.109	1.748e-15
CNAG_00025	VCX1	615.615	0.318	0.123	0.03303
CNAG_00026	NA	444.784	-0.304	0.122	0.04044
CNAG_00027	NA	174.633	0.127	0.155	0.5817
CNAG_00028	NA	116.808	-0.298	0.193	0.2446
CNAG_00029	NA	57.639	0.32	0.252	0.3579
CNAG_00030	NA	34.936	0.722	0.32	0.06899
CNAG_00031	MLR1	172.463	0.255	0.163	0.237
CNAG_00032	NA	81.481	0.452	0.255	0.1693
CNAG_00034	RPL9B	20061.02	-0.937	0.082	3.979e-28
CNAG_00035	NA	100.895	0.348	0.199	0.1766
CNAG_00036	SEC14-2	444.768	0.874	0.122	2.19e-11
CNAG_00038	NA	317.29	0.316	0.132	0.05141
CNAG_00039	ZFC6	24.539	0.08	0.389	0.9047
CNAG_00040	ERG11	831.252	-0.37	0.109	0.003267
CNAG_00043	NA	250.961	0.116	0.134	0.5567
CNAG_00044	NA	401.24	0.007	0.144	0.9802
CNAG_00045	NA	486.038	0.571	0.112	3.626e-6
CNAG_00046	NA	1705.931	0.005	0.098	0.9788
CNAG_00047	PKP1	85.157	0.162	0.247	0.669
CNAG_00048	NA	111.047	0.684	0.194	0.002132
CNAG_00049	NA	70.015	0.173	0.238	0.6327
CNAG_00050	NA	170.456	0.511	0.164	0.007747
CNAG_00051	SNT1	429.883	0.07	0.118	0.7029
CNAG_00052	NA	146.682	-0.12	0.179	0.6641
CNAG_00053	NA	117.586	-0.205	0.185	0.4311
CNAG_00054	NA	274.276	1.138	0.144	1.228e-13
CNAG_00055	NA	1022.746	0.396	0.109	0.001431
CNAG_00056	NA	416.19	0.199	0.123	0.2183
CNAG_00057	FPP1	1135.485	0.502	0.127	5.09e-4
CNAG_00058	NA	1577.248	-0.449	0.09	6.214e-6
CNAG_00059	NA	116.402	-0.594	0.185	0.006064
CNAG_00060	NA	230.715	-0.177	0.144	0.3727
CNAG_00061	CIT1	7713.203	-0.411	0.129	0.006374
CNAG_00062	NA	1207.62	-0.039	0.095	0.8037
CNAG_00063	CSE4	338.192	-1.101	0.128	3.201e-16
CNAG_00064	NA	1764.807	0.143	0.097	0.2704
CNAG_00065	NA	3021.609	-0.326	0.093	0.002406
CNAG_00066	NA	253.782	-0.054	0.151	0.831
CNAG_00067	SSS1	2971.355	-0.173	0.129	0.3291
CNAG_00068	NA	126.853	0.133	0.187	0.64
CNAG_00069	NA	32.434	0.208	0.354	0.7057
CNAG_00070	NA	412.114	-0.059	0.115	0.7473
CNAG_00072	NA	1271.707	0.021	0.095	0.8989
CNAG_00073	NA	327.32	-0.074	0.151	0.7623
CNAG_00074	NA	1785.415	0.264	0.09	0.01352
CNAG_00075	NA	804.677	0.224	0.123	0.1574
CNAG_00076	NDX6	311.104	-0.021	0.125	0.9226
CNAG_00077	NA	2376.254	-0.041	0.12	0.8374
CNAG_00078	NA	163.111	0.113	0.17	0.6636
CNAG_00079	NA	261.972	0.731	0.156	2.64e-5
CNAG_00080	NA	62.51	1.017	0.263	6.581e-4
CNAG_00081	NA	819.985	0.096	0.11	0.5553
CNAG_00082	NA	230.014	0.146	0.152	0.5071
CNAG_00083	CCC1	151.291	-0.011	0.18	0.9757
CNAG_00084	NA	815.209	-0.402	0.103	5.615e-4
CNAG_00085	NA	424.677	-0.113	0.115	0.4911
CNAG_00086	NA	589.845	-0.727	0.115	5.067e-9
CNAG_00087	NA	324.234	0.191	0.137	0.3052
CNAG_00088	NA	685.041	-0.121	0.106	0.4154
CNAG_00089	NA	371.773	0.021	0.123	0.9195
CNAG_00090	NA	562.706	0.338	0.11	0.008806
CNAG_00091	NA	115.127	-0.357	0.227	0.2332
CNAG_00092	NA	1625.555	-0.082	0.102	0.5885
CNAG_00093	NA	513.305	0.579	0.155	0.001018
CNAG_00094	NA	69.187	-0.388	0.238	0.2144
CNAG_00095	NA	360.773	-0.254	0.122	0.09804
CNAG_00096	NA	158.991	-0.033	0.184	0.9183
CNAG_00097	ITR1	157.946	0.2	0.19	0.4587
CNAG_00098	NA	587.413	0.265	0.121	0.0778
CNAG_00099	NA	729.149	-0.52	0.101	3.043e-6
CNAG_00100	NA	5640.618	-0.466	0.09	2.821e-6
CNAG_00101	KEI1	700.05	-0.369	0.102	0.001613
CNAG_00104	NA	1906.296	-0.756	0.089	8.841e-16
CNAG_00106	TCO5	258.861	-0.15	0.15	0.4872
CNAG_00107	NA	126.192	0.648	0.178	0.001433
CNAG_00108	NA	1373.616	-0.196	0.121	0.2175
CNAG_00109	NA	1262.833	-0.491	0.098	5.691e-6
CNAG_00110	HPI3	485.621	-0.455	0.12	8.425e-4
CNAG_00111	NA	818.397	-0.225	0.125	0.1628
CNAG_00115	NA	257.583	0.157	0.175	0.5383
CNAG_00116	NA	18251.131	-0.998	0.113	6.805e-17
CNAG_00117	ERG24	672.985	-0.486	0.105	2.997e-5
CNAG_00118	NA	420.883	-0.195	0.12	0.2183
CNAG_00119	NA	201.831	0.213	0.156	0.3152
CNAG_00120	NA	396.354	-0.222	0.121	0.1542
CNAG_00121	NA	894.004	0.053	0.113	0.7731
CNAG_00122	NA	173.406	-0.232	0.161	0.2847
CNAG_00123	NA	51.163	0.746	0.266	0.01846
CNAG_00124	CAS32	868.992	0.007	0.103	0.9711
CNAG_00125	CRG1	82.676	-0.2	0.221	0.5376
CNAG_00126	NA	839.723	0.006	0.112	0.978
CNAG_00127	NA	107.047	0.11	0.187	0.7047
CNAG_00128	NA	153.848	0.044	0.17	0.8799
CNAG_00129	NA	243.424	-0.071	0.143	0.7596
CNAG_00130	RCK2	1222.367	0.492	0.102	1.231e-5
CNAG_00131	NA	75.74	0.129	0.235	0.7292
CNAG_00132	NA	96.211	0.419	0.204	0.1028
CNAG_00133	NA	234.985	0.152	0.169	0.5382
CNAG_00134	NA	323.521	0.122	0.142	0.5596
CNAG_00135	NA	392.566	-0.476	0.126	9.44e-4
CNAG_00136	NA	2732.774	0.256	0.087	0.01339
CNAG_00137	NA	363.59	0.094	0.123	0.6075
CNAG_00138	NA	503.832	-0.141	0.124	0.4198
CNAG_00139	NA	612.543	0.202	0.122	0.2031
CNAG_00140	NA	1460.409	-0.208	0.09	0.05942
CNAG_00141	NA	120.215	0.275	0.201	0.3158
CNAG_00142	NA	323.12	-0.794	0.134	5.423e-8
CNAG_00143	NA	832.238	-0.333	0.097	0.002992
CNAG_00144	NA	39.979	0.083	0.299	0.8702
CNAG_00145	NA	412.196	0.017	0.135	0.9422
CNAG_00146	PBY101	332.91	-0.031	0.132	0.8901
CNAG_00147	NA	4190.477	0.076	0.09	0.5663
CNAG_00148	NA	499.982	-0.249	0.135	0.1505
CNAG_00149	NA	6522.405	-0.729	0.106	1.793e-10
CNAG_00150	PQP1	486.791	-0.232	0.115	0.1086
CNAG_00151	NA	310.842	-0.351	0.136	0.03295
CNAG_00152	NA	330.337	0.139	0.125	0.4289
CNAG_00153	NA	85.085	-0.341	0.217	0.2339
CNAG_00154	NA	1082.633	0.521	0.096	7.588e-7
CNAG_00155	NA	0.518	0.957	2.505	0.8162
CNAG_00156	SP1	583.831	0.337	0.117	0.01582
CNAG_00157	NA	2051.508	-0.307	0.085	0.001662
CNAG_00158	HOC3	281.095	-0.181	0.132	0.315
CNAG_00159	NA	251.66	-0.292	0.134	0.08114
CNAG_00160	NA	62.804	0.702	0.247	0.01676
CNAG_00161	NA	62.449	-0.04	0.248	0.9248
CNAG_00162	AOX1	326.438	-0.737	0.146	5.327e-6
CNAG_00163	NA	475.105	0.062	0.116	0.7373
CNAG_00164	NA	458.755	0.368	0.133	0.0201
CNAG_00165	NA	560.819	-0.055	0.11	0.7568
CNAG_00166	NA	295.278	-0.537	0.151	0.001956
CNAG_00167	NA	422.332	0.251	0.126	0.1167
CNAG_00171	NA	52.844	-0.318	0.286	0.4318
CNAG_00172	NA	370.248	-0.228	0.127	0.162
CNAG_00173	NA	367.414	0.54	0.164	0.004586
CNAG_00174	NA	527.724	0.093	0.124	0.6172
CNAG_00175	NA	164.183	-0.011	0.178	0.9732
CNAG_00176	NA	1932.418	-0.114	0.119	0.5052
CNAG_00177	NA	297.028	0.694	0.148	2.422e-5
CNAG_00178	NA	1289.498	0.405	0.111	0.001522
CNAG_00179	GPA2	106.085	-0.582	0.212	0.02158
CNAG_00180	NA	242.853	-0.136	0.148	0.5281
CNAG_00181	FYV10	384.527	0.471	0.128	0.001326
CNAG_00182	VPS29	334.931	0.022	0.134	0.9237
CNAG_00183	NA	1559.211	0.158	0.106	0.2615
CNAG_00184	NA	711.355	0.206	0.116	0.1674
CNAG_00185	NA	767.52	0.174	0.102	0.1867
CNAG_00186	NA	274.398	-0.326	0.131	0.04124
CNAG_00187	UBP16	355.351	-0.187	0.126	0.2698
CNAG_00188	NA	392.491	-0.147	0.125	0.3979
CNAG_00189	NA	166.862	-0.029	0.16	0.9176
CNAG_00190	NA	3741.295	0.582	0.097	4.027e-8
CNAG_00191	NA	268.781	-0.211	0.153	0.31
CNAG_00192	NA	63.666	-0.168	0.27	0.6881
CNAG_00193	GAT1	923.775	-0.533	0.127	1.889e-4
CNAG_00194	NA	1912.83	-0.331	0.091	0.001459
CNAG_00195	NA	245.444	-0.469	0.154	0.009367
CNAG_00229	NA	191.503	-0.178	0.163	0.442
CNAG_00231	NA	59.349	-0.211	0.244	0.5567
CNAG_00232	RPL30	10623.394	-1.101	0.084	3.041e-36
CNAG_00233	NA	1097.2	-0.077	0.096	0.5903
CNAG_00234	NA	354.354	0.003	0.121	0.9864
CNAG_00235	AMT1	234.476	-0.534	0.154	0.00256
CNAG_00236	NA	106.609	-0.511	0.199	0.03446
CNAG_00237	NA	1712.883	-0.174	0.088	0.1163
CNAG_00238	NA	5078.12	-0.272	0.079	0.002932
CNAG_00239	YAP1	480.949	0.409	0.161	0.03641
CNAG_00240	NA	498.603	0.259	0.128	0.109
CNAG_00241	NA	174.433	-0.405	0.162	0.04065
CNAG_00242	NA	86.471	1.081	0.228	2.054e-5
CNAG_00243	NA	270.991	-0.114	0.143	0.5933
CNAG_00246	NA	478.05	0.272	0.129	0.09058
CNAG_00247	LYS9	217.562	0.443	0.154	0.01512
CNAG_00248	NA	217.12	0.025	0.145	0.9196
CNAG_00249	NA	535.196	0.468	0.127	0.001243
CNAG_00250	NA	531.697	-0.677	0.13	2.213e-6
CNAG_00251	NA	39.797	0.193	0.295	0.6719
CNAG_00252	NA	614.426	-0.007	0.111	0.9755
CNAG_00253	NA	496.585	0.083	0.158	0.7418
CNAG_00254	NA	296.024	0.112	0.132	0.5664
CNAG_00255	NA	494.865	-0.188	0.132	0.2925
CNAG_00256	NA	708.385	-0.558	0.109	3.294e-6
CNAG_00257	NA	423.151	-0.367	0.114	0.006026
CNAG_00258	NA	296.847	0.046	0.153	0.859
CNAG_00259	NA	265.042	-0.641	0.136	2.09e-5
CNAG_00260	NA	697.654	-0.202	0.105	0.1319
CNAG_00261	NA	24167.269	0.244	0.102	0.05269
CNAG_00262	NA	44.206	-0.605	0.304	0.1156
CNAG_00263	PTP4	175.615	0.059	0.155	0.8156
CNAG_00264	NA	1921.405	0.514	0.096	1.141e-6
CNAG_00265	IDI1	1903.546	-0.47	0.097	1.224e-5
CNAG_00266	YFH7	198.76	-0.201	0.164	0.3756
CNAG_00267	NA	104.735	0.336	0.199	0.1949
CNAG_00268	ILV2	668.274	-0.727	0.119	1.892e-8
CNAG_00269	NA	217.659	1.08	0.207	2.141e-6
CNAG_00270	NA	3332.724	-0.037	0.084	0.7888
CNAG_00271	NA	333.899	0.007	0.134	0.978
CNAG_00272	NA	192.185	0.326	0.178	0.1523
CNAG_00273	NA	81.516	-0.24	0.223	0.4483
CNAG_00274	NA	251.944	0.153	0.151	0.4811
CNAG_00275	NA	563.636	0.197	0.119	0.2013
CNAG_00276	NA	201.063	-0.025	0.168	0.9326
CNAG_00277	NA	214.106	-0.025	0.153	0.9254
CNAG_00278	NA	249.571	-0.158	0.146	0.4466
CNAG_00279	NA	654.034	-0.297	0.119	0.03988
CNAG_00280	NA	2352.902	0.014	0.082	0.9217
CNAG_00283	NA	129.444	0.031	0.198	0.9278
CNAG_00284	NA	129.168	0.27	0.19	0.2918
CNAG_00285	NA	126.21	0.366	0.197	0.1466
CNAG_00286	NAB2	498.553	-0.091	0.115	0.5973
CNAG_00287	NA	6452.37	-0.032	0.086	0.823
CNAG_00288	NA	157.98	-0.014	0.161	0.9641
CNAG_00289	NA	179.782	0.09	0.181	0.7544
CNAG_00290	NA	560.116	0.236	0.11	0.08554
CNAG_00291	NA	11.6	-0.263	0.563	0.7715
CNAG_00292	NA	2295.705	0.009	0.112	0.9651
CNAG_00293	RAS1	1068.051	-0.239	0.099	0.05008
CNAG_00294	NA	419.739	-0.431	0.129	0.003989
CNAG_00295	NA	3.152	-0.142	1.043	0.9381
CNAG_00299	NA	189.457	-0.33	0.155	0.08944
CNAG_00300	NA	432.919	0.19	0.132	0.2863
CNAG_00301	NA	2303.301	0.662	0.098	3.293e-10
CNAG_00302	NA	199.986	-0.106	0.161	0.6683
CNAG_00303	NA	19.37	0.078	0.412	0.9133
CNAG_00304	NA	193.684	-0.159	0.157	0.4795
CNAG_00305	NA	6461.682	-0.474	0.096	9.03e-6
CNAG_00306	MTN2	84.605	-0.292	0.243	0.3862
CNAG_00307	NA	5732.612	-0.211	0.099	0.08936
CNAG_00308	NA	106.133	-0.086	0.201	0.7921
CNAG_00309	NA	263.21	0.026	0.137	0.9126
CNAG_00310	NA	158.594	0.292	0.17	0.1857
CNAG_00311	NA	1123.051	-0.122	0.097	0.3628
CNAG_00312	NA	366.22	0.017	0.123	0.9359
CNAG_00313	NA	152.06	-0.128	0.18	0.6397
CNAG_00314	NA	186.149	0.016	0.179	0.9607
CNAG_00315	NA	156.777	0.071	0.196	0.8264
CNAG_00316	HAM1	625.026	-0.25	0.114	0.07898
CNAG_00317	NA	274.82	-0.118	0.134	0.5472
CNAG_00318	NA	2023.533	0.084	0.106	0.5929
CNAG_00319	NA	774.317	-0.227	0.116	0.1209
CNAG_00320	NA	178.251	-0.054	0.159	0.8398
CNAG_00321	NA	31.14	0.494	0.344	0.286
CNAG_00322	NA	402.331	0.119	0.134	0.5466
CNAG_00323	NA	20.246	-0.269	0.415	0.675
CNAG_00326	NA	1261.154	-0.23	0.095	0.04613
CNAG_00327	NA	99.479	-0.017	0.201	0.9642
CNAG_00328	NA	372.03	0.169	0.129	0.3411
CNAG_00329	NA	1753.106	-0.458	0.098	2.626e-5
CNAG_00330	NA	319.713	-0.208	0.147	0.2941
CNAG_00331	NA	100.82	0.352	0.193	0.1563
CNAG_00332	SIP4	457.737	0.004	0.116	0.9846
CNAG_00333	NA	255.576	0.076	0.156	0.7632
CNAG_00334	NA	44109.268	-0.951	0.087	2.0420000000000002e-25
CNAG_00335	NA	279.455	0.099	0.149	0.6662
CNAG_00337	NA	2005.722	0.361	0.106	0.003101
CNAG_00342	NA	728.775	0.201	0.119	0.1964
CNAG_00343	NA	150.353	-0.037	0.165	0.8973
CNAG_00344	NA	125.229	-0.032	0.182	0.9184
CNAG_00345	NA	497.057	-0.599	0.115	2.285e-6
CNAG_00346	NA	220.104	0.155	0.144	0.4473
CNAG_00347	NA	299.151	0.03	0.13	0.8938
CNAG_00348	NA	369.958	0.748	0.144	2.607e-6
CNAG_00349	NA	34.829	0.167	0.336	0.7568
CNAG_00351	NA	130.438	-0.233	0.174	0.3305
CNAG_00352	NA	524.065	0.074	0.117	0.6806
CNAG_00353	LPI16	432.969	-0.24	0.121	0.1186
CNAG_00354	NA	1466.434	0.37	0.117	0.006864
CNAG_00355	NA	851.109	0.064	0.108	0.7027
CNAG_00356	NA	523.03	0.132	0.111	0.3933
CNAG_00357	NA	183.96	0.068	0.169	0.8056
CNAG_00358	NA	143.648	-0.126	0.178	0.6422
CNAG_00359	NA	2310.264	0.533	0.095	3.084e-7
CNAG_00360	NA	733.368	0.616	0.122	5.019e-6
CNAG_00361	RVS167	2640.754	0.11	0.087	0.3637
CNAG_00362	NA	264.538	-0.143	0.139	0.4734
CNAG_00363	TCO6	772.99	0.258	0.111	0.05907
CNAG_00364	NA	221.703	0.047	0.167	0.868
CNAG_00365	NA	624.785	-0.294	0.104	0.01793
CNAG_00366	NA	31.397	0.396	0.336	0.3972
CNAG_00367	DYN5	137.954	0.198	0.187	0.4565
CNAG_00368	NA	138.66	-0.258	0.188	0.3152
CNAG_00369	NA	172.022	0.172	0.168	0.4747
CNAG_00370	UBI1	15711.499	-0.884	0.109	2.665e-14
CNAG_00371	NA	66.849	-0.381	0.241	0.2309
CNAG_00372	NA	248.338	-0.303	0.152	0.1143
CNAG_00373	NA	349.393	-0.231	0.132	0.1775
CNAG_00374	NA	318.114	0.853	0.142	3.382e-8
CNAG_00375	GCN5	343.986	-0.164	0.122	0.3255
CNAG_00377	NA	540.859	-0.334	0.118	0.01722
CNAG_00378	NA	55.995	-0.083	0.263	0.8519
CNAG_00383	APT3	439.71	-0.029	0.129	0.8973
CNAG_00384	NA	143.631	-0.036	0.178	0.9058
CNAG_00385	NA	2519.785	0.121	0.106	0.415
CNAG_00386	NA	524.53	-0.932	0.121	4.903e-13
CNAG_00387	LPI13	542.876	-0.153	0.118	0.3447
CNAG_00388	NA	593.913	0.134	0.104	0.3478
CNAG_00389	NA	761.635	0.171	0.11	0.2412
CNAG_00390	YMR1	97.027	-0.026	0.199	0.9417
CNAG_00391	NA	223.441	-0.705	0.144	9.475e-6
CNAG_00392	NA	108.488	-0.005	0.196	0.987
CNAG_00393	NA	170.6	0.371	0.218	0.1891
CNAG_00394	NA	915.663	0.167	0.095	0.175
CNAG_00395	NA	187.216	0.166	0.16	0.4688
CNAG_00396	PKA1	210.907	0.311	0.169	0.1498
CNAG_00397	NA	81.705	0.134	0.215	0.688
CNAG_00398	NA	1506.771	0.536	0.121	7.243e-5
CNAG_00399	NA	880.865	0.205	0.106	0.1264
CNAG_00400	NA	1729.66	0.107	0.103	0.4679
CNAG_00401	NA	313.712	0.091	0.126	0.6327
CNAG_00402	NA	1230.142	0.061	0.094	0.6722
CNAG_00403	NA	255.949	0.176	0.145	0.3827
CNAG_00404	NA	312.425	0.501	0.157	0.006355
CNAG_00405	KIC1	377.338	0.061	0.123	0.7553
CNAG_00406	NA	491.997	-0.365	0.117	0.007789
CNAG_00407	NA	1693.646	0.139	0.088	0.2304
CNAG_00408	PPH3	213.905	0.342	0.157	0.08164
CNAG_00409	NA	155.819	0.304	0.176	0.1819
CNAG_00410	NA	395.817	-0.25	0.119	0.09348
CNAG_00411	NA	541.532	-0.404	0.107	9.783e-4
CNAG_00413	OFD1	406.607	-0.553	0.123	5.796e-5
CNAG_00414	MAK32	127.513	0.162	0.183	0.5451
CNAG_00415	CDC2801	163.182	-0.307	0.16	0.1327
CNAG_00416	NA	166.836	0.098	0.166	0.7054
CNAG_00417	NA	10495.711	-0.638	0.077	5.151e-15
CNAG_00418	NA	6984.596	-0.932	0.091	2.219e-22
CNAG_00419	NA	137.478	0.139	0.182	0.6104
CNAG_00420	NA	656.179	0.049	0.104	0.7709
CNAG_00421	NA	660.647	0.395	0.111	0.002043
CNAG_00422	NA	282.155	0.071	0.13	0.7289
CNAG_00423	NA	635.791	-0.188	0.123	0.2528
CNAG_00424	NA	620.006	-0.345	0.116	0.01142
CNAG_00425	NA	24.158	0.685	0.381	0.1633
CNAG_00426	NA	284.759	-0.107	0.136	0.5994
CNAG_00427	PTC5	1947.464	-0.155	0.114	0.3172
CNAG_00428	NA	382.656	-0.161	0.132	0.3801
CNAG_00429	NA	243.32	-0.661	0.143	3.22e-5
CNAG_00430	NA	54.058	-0.581	0.261	0.07284
CNAG_00433	NA	177.583	-0.171	0.154	0.4333
CNAG_00434	NA	303.005	-0.381	0.126	0.01055
CNAG_00435	NA	59.803	-0.364	0.257	0.2958
CNAG_00436	NA	392.944	0.41	0.142	0.01496
CNAG_00437	NA	286.064	0.192	0.131	0.2727
CNAG_00438	NA	131.448	0.515	0.178	0.01484
CNAG_00439	NA	172.025	-0.242	0.158	0.25
CNAG_00440	SSN801	98.728	-0.158	0.208	0.6122
CNAG_00441	IMD1	12305.138	-0.391	0.095	2.479e-4
CNAG_00442	NA	1099.728	-0.22	0.11	0.1118
CNAG_00443	NA	104.827	0.628	0.205	0.008961
CNAG_00444	NA	230.37	-0.315	0.151	0.09575
CNAG_00445	NHP6B01	397.442	0.265	0.116	0.06467
CNAG_00446	NA	3.184	0.185	1.002	0.9152
CNAG_00447	NA	2191.54	-0.32	0.098	0.004933
CNAG_00448	NA	772.703	-0.067	0.112	0.6993
CNAG_00449	NA	415.342	-0.495	0.125	4.83e-4
CNAG_00450	LEU2	3331.641	-0.111	0.101	0.4337
CNAG_00451	NA	71.384	-0.225	0.228	0.4923
CNAG_00452	NA	79.715	0.366	0.236	0.2415
CNAG_00453	NA	752.6	0.12	0.099	0.3807
CNAG_00454	NA	14.354	-0.687	0.491	0.3018
CNAG_00455	UBP16	603.945	-0.508	0.114	6.46e-5
CNAG_00456	ISP6	829.546	0.051	0.109	0.7707
CNAG_00457	GLN1	12044.503	0.076	0.106	0.6397
CNAG_00458	NA	1655.771	0.087	0.103	0.5671
CNAG_00460	LIV1	282.042	0.086	0.158	0.7292
CNAG_00461	NA	1459.871	-0.077	0.123	0.6876
CNAG_00462	NA	521.698	-0.288	0.119	0.04788
CNAG_00463	NA	0.695	1.556	2.256	0.6515
CNAG_00464	NA	1200.939	-0.028	0.105	0.8793
CNAG_00465	NA	3194.065	0.664	0.097	2.258e-10
CNAG_00466	NA	754.129	0.26	0.108	0.04904
CNAG_00467	NA	531.583	-0.101	0.109	0.5226
CNAG_00468	NA	963.249	0.167	0.119	0.3018
CNAG_00469	NA	344.531	-0.28	0.137	0.1025
CNAG_00470	NA	419.546	-0.047	0.123	0.8169
CNAG_00471	NA	643.86	-0.222	0.124	0.1669
CNAG_00472	NA	268.506	0.191	0.132	0.2848
CNAG_00473	OST2	2035.197	-0.004	0.095	0.9813
CNAG_00474	NA	160.658	0.734	0.172	1.474e-4
CNAG_00475	NA	223.721	-0.436	0.153	0.01678
CNAG_00476	NA	18.466	0.628	0.426	0.2708
CNAG_00480	NA	375.7	0.122	0.122	0.4854
CNAG_00481	NA	0	NA	NA	NA
CNAG_00482	NA	471.151	0.103	0.111	0.5233
CNAG_00483	ACT1	9497.491	0.066	0.099	0.6655
CNAG_00484	NA	174.578	0.423	0.155	0.02314
CNAG_00485	NA	666.794	0.87	0.123	4.209e-11
CNAG_00486	NA	658.696	-0.082	0.114	0.636
CNAG_00487	NA	165.334	0.144	0.178	0.5869
CNAG_00488	NA	59.868	0.135	0.244	0.7266
CNAG_00490	NA	769.102	0.831	0.11	1.752e-12
CNAG_00491	NA	998.233	0.346	0.108	0.006178
CNAG_00492	NA	40.315	0.307	0.295	0.4676
CNAG_00493	NA	144.209	0.248	0.174	0.2903
CNAG_00495	NA	586.873	-0.06	0.108	0.722
CNAG_00496	NA	319.817	-0.036	0.134	0.8743
CNAG_00497	NA	397.024	0.375	0.155	0.04789
CNAG_00498	CDC14	256.727	0.219	0.135	0.2157
CNAG_00499	NA	454.186	0.185	0.151	0.3765
CNAG_00500	PTC1	2091.293	0.18	0.092	0.123
CNAG_00501	NA	131.453	0.11	0.184	0.6997
CNAG_00502	NA	228.441	-0.171	0.16	0.4531
CNAG_00503	NA	760.055	0.532	0.125	1.547e-4
CNAG_00504	NA	198.567	0.011	0.147	0.966
CNAG_00505	FZC28	94.461	-0.255	0.203	0.3611
CNAG_00506	NA	187.923	-0.257	0.154	0.2
CNAG_00508	VPS17	502.341	0.258	0.119	0.08226
CNAG_00509	NA	827.081	-0.705	0.114	1.089e-8
CNAG_00510	NA	821.502	-0.589	0.12	9.752e-6
CNAG_00511	NA	23.978	0.052	0.385	0.9381
CNAG_00512	NA	417.151	-0.796	0.128	9.321e-9
CNAG_00513	NA	231.601	-0.662	0.15	7.888e-5
CNAG_00514	NA	284.495	-0.168	0.137	0.3775
CNAG_00515	NA	270.359	0.621	0.135	3.715e-5
CNAG_00516	PEX7	79.519	0.031	0.216	0.9341
CNAG_00517	NA	551.757	-0.148	0.116	0.354
CNAG_00519	ERG3	608.79	-0.492	0.118	2.111e-4
CNAG_00520	NA	359.606	-0.439	0.125	0.002269
CNAG_00521	NA	374.777	0.562	0.134	1.976e-4
CNAG_00522	NA	136.47	0.07	0.214	0.8447
CNAG_00523	NA	143.109	0.142	0.172	0.5784
CNAG_00524	NA	398.891	0.621	0.13	1.804e-5
CNAG_00525	NA	195.097	-0.013	0.158	0.9642
CNAG_00526	NA	198.24	0.794	0.176	5.114e-5
CNAG_00527	NA	1434.228	-0.382	0.106	0.001641
CNAG_00528	NA	297.468	0.413	0.13	0.006761
CNAG_00529	NA	126.889	-0.527	0.182	0.01426
CNAG_00531	ENA1	933.188	0.638	0.109	7.153e-8
CNAG_00532	NA	446.148	-0.267	0.119	0.06956
CNAG_00533	TIM50	1122.805	-0.217	0.103	0.09102
CNAG_00534	NA	4330.744	-0.556	0.111	5.32e-6
CNAG_00535	NA	672.732	-0.287	0.105	0.02311
CNAG_00536	NA	2481.173	-0.329	0.087	8.507e-4
CNAG_00537	NA	301.612	1.033	0.181	1.8e-7
CNAG_00538	NA	1363.525	-0.413	0.104	4.705e-4
CNAG_00539	NA	494.719	0.92	0.134	1.655e-10
CNAG_00540	NA	25.909	0.623	0.39	0.2246
CNAG_00541	NA	78.065	0.123	0.24	0.7475
CNAG_00542	NA	62.673	0.193	0.248	0.6031
CNAG_00543	NA	3931.735	0.472	0.096	9.041e-6
CNAG_00544	NA	437.458	0.394	0.117	0.003636
CNAG_00545	NA	346.583	-0.075	0.134	0.7204
CNAG_00546	CHS4	890.918	0.753	0.116	2.043e-9
CNAG_00547	NA	421.607	-0.288	0.115	0.04066
CNAG_00549	NA	0	NA	NA	NA
CNAG_00550	NA	94.003	0.152	0.204	0.6205
CNAG_00551	NA	910.961	0.065	0.098	0.6641
CNAG_00554	ISC1	415.777	0.123	0.137	0.5381
CNAG_00555	NA	527.518	0.097	0.111	0.5519
CNAG_00556	CCK1	437.384	-0.026	0.123	0.9027
CNAG_00557	NA	1800.692	-0.24	0.096	0.04066
CNAG_00558	NA	679.019	0.021	0.123	0.9219
CNAG_00559	BZP3	1397.932	0.553	0.111	6.108e-6
CNAG_00560	NA	1570.188	-0.018	0.098	0.917
