gene	geneName	baseMean	log2FC	stderror	padj
CNAG_00366	NA	17.039	-1.066	0.479	0.05061
CNAG_00367	DYN5	106.576	-0.093	0.193	0.7134
CNAG_00368	NA	116.26	-0.313	0.214	0.2191
CNAG_00369	NA	150.187	0.228	0.167	0.2522
CNAG_00370	UBI1	21833.005	0.587	0.106	2.23e-7
CNAG_00371	NA	68.331	0.155	0.256	0.6401
CNAG_00372	NA	275.345	0.431	0.174	0.02815
CNAG_00373	NA	289.009	-0.348	0.157	0.05188
CNAG_00374	NA	129.203	-1.584	0.197	1.439e-14
CNAG_00375	GCN5	308.129	-0.028	0.128	0.8751
CNAG_00377	NA	587.506	0.351	0.109	0.00374
CNAG_00378	NA	39.866	-0.686	0.3	0.04443
CNAG_00383	APT3	386.298	0.046	0.133	0.7968
CNAG_00384	NA	116.836	-0.191	0.188	0.4066
CNAG_00385	NA	2188.358	0.16	0.1	0.1722
CNAG_00386	NA	696.592	0.448	0.115	3.421e-4
CNAG_00387	LPI13	470.719	-0.117	0.128	0.4585
CNAG_00388	NA	415.553	-0.485	0.12	2.201e-4
CNAG_00389	NA	620.153	0.029	0.123	0.865
CNAG_00390	YMR1	75.951	-0.295	0.222	0.2681
CNAG_00391	NA	314.617	0.727	0.133	2.87e-7
CNAG_00392	NA	94.485	0.046	0.2	0.8695
CNAG_00393	NA	117.368	-0.249	0.222	0.3556
CNAG_00394	NA	734.436	-0.02	0.12	0.9072
CNAG_00395	NA	131.391	-0.442	0.176	0.02598
CNAG_00396	PKA1	151.528	-0.18	0.184	0.4292
CNAG_00397	NA	56.192	-0.553	0.255	0.05808
CNAG_00398	NA	693.608	-1.66	0.128	1.759e-36
CNAG_00399	NA	572.191	-0.662	0.126	8.258e-7
CNAG_00400	NA	1374.884	-0.109	0.101	0.3752
CNAG_00401	NA	267.462	0.081	0.144	0.6623
CNAG_00402	NA	938.641	-0.287	0.101	0.0111
CNAG_00403	NA	230.594	0.308	0.143	0.06021
CNAG_00404	NA	171.757	-0.865	0.166	1.191e-6
CNAG_00405	KIC1	291.645	-0.249	0.138	0.1189
CNAG_00406	NA	469.581	-0.03	0.122	0.8605
CNAG_00407	NA	1097.288	-0.765	0.135	1.047e-7
CNAG_00408	PPH3	145.897	-0.302	0.178	0.1482
CNAG_00409	NA	200.236	1.234	0.17	4.661e-12
CNAG_00410	NA	557.008	1.02	0.115	1.688e-17
CNAG_00411	NA	633.572	0.485	0.11	4.875e-5
CNAG_00413	OFD1	561.724	0.774	0.116	2.814e-10
CNAG_00414	MAK32	96.335	-0.207	0.203	0.4057
CNAG_00415	CDC2801	155.896	0.027	0.165	0.9066
CNAG_00416	NA	139.357	0.027	0.184	0.916
CNAG_00417	NA	13596.681	0.57	0.082	5.105e-11
CNAG_00418	NA	9474.453	0.5	0.092	3.582e-7
CNAG_00419	NA	91.228	-0.668	0.208	0.003724
CNAG_00420	NA	562.889	0.055	0.119	0.7241
CNAG_00421	NA	468.731	-0.126	0.13	0.4343
CNAG_00422	NA	234.763	-0.012	0.138	0.9483
CNAG_00423	NA	541.471	-0.204	0.122	0.1528
CNAG_00424	NA	644.636	0.225	0.115	0.09
CNAG_00425	NA	11.226	-1.26	0.569	0.05196
CNAG_00426	NA	294.89	0.416	0.131	0.004195
CNAG_00427	PTC5	1645.624	-0.197	0.143	0.246
CNAG_00428	NA	363.376	0.139	0.135	0.4043
CNAG_00429	NA	283.838	0.287	0.157	0.1158
CNAG_00430	NA	75.053	0.774	0.226	0.001913
CNAG_00433	NA	190.241	0.44	0.165	0.01754
CNAG_00434	NA	329.779	0.319	0.131	0.03151
CNAG_00435	NA	56.776	-0.051	0.25	0.8854
CNAG_00436	NA	251.929	-0.424	0.167	0.02476
CNAG_00437	NA	223.616	-0.067	0.144	0.7234
CNAG_00438	NA	98.931	0.184	0.191	0.4343
CNAG_00439	NA	168.409	0.15	0.157	0.4414
CNAG_00440	SSN801	103.985	0.421	0.194	0.05706
CNAG_00441	IMD1	11916.44	-0.011	0.103	0.9394
CNAG_00442	NA	1044.796	0.085	0.153	0.6667
CNAG_00443	NA	53.799	-0.949	0.269	0.001341
CNAG_00444	NA	224.413	0.079	0.158	0.7036
CNAG_00445	NHP6B01	305.483	-0.036	0.128	0.8397
CNAG_00446	NA	1.273	-3.56	1.748	0.07617
CNAG_00447	NA	2954.354	0.876	0.089	3.602e-21
CNAG_00448	NA	824.95	0.524	0.107	5.622e-6
CNAG_00449	NA	438.599	0.147	0.135	0.3748
CNAG_00450	LEU2	3622.281	0.53	0.092	6.826e-8
CNAG_00451	NA	73.957	0.323	0.217	0.208
CNAG_00452	NA	49.299	-0.611	0.275	0.0513
CNAG_00453	NA	583.375	-0.172	0.116	0.2101
CNAG_00454	NA	12.206	-0.744	0.532	0.2403
CNAG_00455	UBP16	593.839	-0.067	0.111	0.6388
CNAG_00456	ISP6	656.519	-0.183	0.126	0.2194
CNAG_00457	GLN1	9031.871	-0.325	0.085	5.09e-4
CNAG_00458	NA	1362.892	-0.026	0.099	0.8484
CNAG_00460	LIV1	242.108	0.096	0.164	0.6516
CNAG_00461	NA	1307.551	0.053	0.108	0.7087
CNAG_00462	NA	683.993	0.836	0.109	2.862e-13
CNAG_00463	NA	0.316	0.47	3.005	0.9111
CNAG_00464	NA	1174.925	0.336	0.119	0.01185
CNAG_00465	NA	1226.297	-2.652	0.129	4.280999999999999e-92
CNAG_00466	NA	539.797	-0.257	0.123	0.06753
CNAG_00467	NA	414.617	-0.399	0.137	0.009104
CNAG_00468	NA	736.335	-0.161	0.122	0.2698
CNAG_00469	NA	378.807	0.425	0.139	0.005988
CNAG_00470	NA	397.201	0.237	0.132	0.1235
CNAG_00471	NA	840.648	0.874	0.106	2.749e-15
CNAG_00472	NA	211.176	-0.049	0.149	0.8077
CNAG_00473	OST2	1672.988	-0.126	0.115	0.3656
CNAG_00474	NA	76.397	-1.055	0.229	2.012e-5
CNAG_00475	NA	280.191	0.626	0.134	1.47e-5
CNAG_00476	NA	13.478	0.219	0.478	0.7276
CNAG_00480	NA	266.234	-0.46	0.135	0.001955
CNAG_00481	NA	0.921	3.586	2.03	0.1288
CNAG_00482	NA	438.322	0.324	0.116	0.01293
CNAG_00483	ACT1	8751.979	0.266	0.086	0.00512
CNAG_00484	NA	126.003	-0.039	0.18	0.8753
CNAG_00485	NA	214.648	-3.974	0.22	1.3239999999999999e-70
CNAG_00486	NA	654.758	0.33	0.112	0.008368
CNAG_00487	NA	102.49	-0.954	0.243	3.242e-4
CNAG_00488	NA	61.047	0.585	0.24	0.03156
CNAG_00490	NA	298.1	-1.959	0.144	2.0099999999999998e-40
CNAG_00491	NA	616.813	-0.648	0.117	2.03e-7
CNAG_00492	NA	21.843	-1.262	0.403	0.00483
CNAG_00493	NA	92.576	-0.647	0.227	0.01069
CNAG_00495	NA	439.551	-0.49	0.12	1.695e-4
CNAG_00496	NA	282.066	0.05	0.138	0.7887
CNAG_00497	NA	339.427	0.368	0.145	0.02386
CNAG_00498	CDC14	172.516	-0.515	0.162	0.004107
CNAG_00499	NA	396.34	0.235	0.127	0.1099
CNAG_00500	PTC1	1578.847	-0.186	0.129	0.2248
CNAG_00501	NA	104.795	-0.094	0.202	0.7216
CNAG_00502	NA	261.133	0.609	0.147	1.405e-4
CNAG_00503	NA	535.432	0.02	0.121	0.9061
CNAG_00504	NA	233.305	0.813	0.145	1.499e-7
CNAG_00505	FZC28	89.89	0.066	0.207	0.8129
CNAG_00506	NA	172.06	-0.051	0.163	0.8198
CNAG_00508	VPS17	387.17	-0.034	0.122	0.8391
CNAG_00509	NA	1077.675	0.541	0.102	7.288e-7
CNAG_00510	NA	1068.916	0.612	0.103	2.411e-8
CNAG_00511	NA	21.868	0.236	0.385	0.6344
CNAG_00512	NA	608.356	0.752	0.115	5.091e-10
CNAG_00513	NA	321.422	0.718	0.135	5.97e-7
CNAG_00514	NA	296.493	0.38	0.134	0.01136
CNAG_00515	NA	112.301	-2.099	0.216	8.297000000000001e-21
CNAG_00516	PEX7	86.426	0.644	0.206	0.004931
CNAG_00517	NA	574.653	0.392	0.116	0.002213
CNAG_00519	ERG3	681.685	0.307	0.121	0.02481
CNAG_00520	NA	552.326	1.079	0.128	6.267e-16
CNAG_00521	NA	212.002	-0.655	0.17	4.414e-4
CNAG_00522	NA	119.159	0.12	0.199	0.6393
CNAG_00523	NA	123.012	0.155	0.183	0.4965
CNAG_00524	NA	246.097	-0.272	0.147	0.1106
CNAG_00525	NA	172.479	0.083	0.158	0.6864
CNAG_00526	NA	73.972	-2.386	0.268	1.319e-17
CNAG_00527	NA	1771.504	0.63	0.106	1.858e-8
CNAG_00528	NA	196.625	-0.328	0.162	0.07722
CNAG_00529	NA	108.811	-0.53	0.201	0.01891
CNAG_00531	ENA1	440.563	-1.288	0.127	1.7349999999999998e-22
CNAG_00532	NA	441.524	0.156	0.128	0.3131
CNAG_00533	TIM50	1427.417	0.816	0.108	5.554e-13
CNAG_00534	NA	5520.192	0.586	0.136	7.285e-5
CNAG_00535	NA	806.017	0.628	0.115	2.983e-7
CNAG_00536	NA	2798.263	0.449	0.088	1.994e-6
CNAG_00537	NA	123.462	-1.129	0.191	2.654e-8
CNAG_00538	NA	1717.593	0.655	0.096	1.074e-10
CNAG_00539	NA	262.652	-0.337	0.15	0.049
CNAG_00540	NA	20.01	0.362	0.416	0.4849
CNAG_00541	NA	54.76	-0.486	0.252	0.09478
CNAG_00542	NA	48.203	-0.112	0.266	0.7507
CNAG_00543	NA	2146.423	-0.939	0.098	3.6040000000000006e-20
CNAG_00544	NA	306.25	-0.168	0.14	0.3201
CNAG_00545	NA	256.242	-0.55	0.15	8.145e-4
CNAG_00546	CHS4	357.676	-1.945	0.134	1.16e-45
CNAG_00547	NA	357.768	-0.316	0.131	0.03354
CNAG_00549	NA	0	NA	NA	NA
CNAG_00550	NA	66.131	-0.44	0.237	0.1087
CNAG_00551	NA	788.255	0.092	0.123	0.5537
CNAG_00554	ISC1	310.53	-0.287	0.143	0.08234
CNAG_00555	NA	442.417	0.037	0.139	0.8479
