gene	geneName	baseMean	log2FC	stderror	padj
CNAG_04457	FZC30	37.519	-1.896	0.357	3.781e-7
CNAG_04458	NA	113.809	0.146	0.22	0.5804
CNAG_04459	NA	30.935	-1.081	0.386	0.009392
CNAG_04460	NA	383.899	0.544	0.133	1.139e-4
CNAG_04461	HFM1	17.175	-1.725	0.504	0.001365
CNAG_04462	NA	65.302	-0.896	0.248	7.162e-4
CNAG_04463	NA	278.729	-0.847	0.143	1.346e-8
CNAG_04465	NA	389.453	0.669	0.129	7.423e-7
CNAG_04466	NA	239.896	-0.972	0.153	1.107e-9
CNAG_04467	NA	203.096	1.549	0.177	1.566e-17
CNAG_04468	NA	136.363	-0.324	0.178	0.1016
CNAG_04469	NA	60.883	1.746	0.266	2.432e-10
CNAG_04470	NA	79.948	-0.239	0.234	0.3818
CNAG_04471	NA	27.567	-0.283	0.366	0.5166
CNAG_04472	NA	58.854	-0.884	0.267	0.001968
CNAG_04473	NA	319.27	0.019	0.152	0.9262
CNAG_04474	NA	329.338	-0.596	0.141	6.528e-5
CNAG_04475	HPP3	379.634	1.065	0.135	1.763e-14
CNAG_04476	NA	85.757	-2.056	0.256	6.803e-15
CNAG_04478	NA	1353.055	-0.817	0.097	2.008e-16
CNAG_04479	NA	592.803	-0.373	0.116	0.002753
CNAG_04484	NA	313.392	0.598	0.153	2.379e-4
CNAG_04485	NA	1579.499	-0.738	0.096	9.682e-14
CNAG_04486	NA	94.678	-1.415	0.252	7.017e-8
CNAG_04487	NA	205.446	0.153	0.16	0.4134
CNAG_04488	NA	1250.027	0.334	0.098	0.001481
CNAG_04492	NA	96.773	-0.282	0.205	0.2261
CNAG_04493	NA	211.467	0.082	0.155	0.6654
CNAG_04494	NA	709.795	0.419	0.114	5.852e-4
CNAG_04495	NA	48.049	-0.993	0.292	0.001477
CNAG_04496	NA	286.618	-0.362	0.146	0.02332
CNAG_04497	NA	163.519	-0.753	0.182	8.997e-5
CNAG_04498	NA	46.403	0.523	0.287	0.1019
CNAG_04499	NA	855.691	0.414	0.105	2.173e-4
CNAG_04500	NA	172.697	0.412	0.171	0.02713
CNAG_04501	TRP1	950.289	-0.755	0.141	3.183e-7
CNAG_04502	NA	349.371	0.137	0.141	0.4058
CNAG_04503	NA	740.524	0.495	0.141	0.001051
CNAG_04504	NA	278.716	0.19	0.151	0.2722
CNAG_04505	GPA1	424.02	-0.193	0.133	0.202
CNAG_04506	NA	9.228	-1.677	0.664	0.02013
CNAG_04507	NA	135.899	-0.567	0.192	0.006103
CNAG_04508	NA	97.029	-0.457	0.2	0.03752
CNAG_04509	NA	10.935	-2.151	0.658	0.002284
