gene	geneName	baseMean	log2FC	stderror	padj
CNAG_00002	NA	359.126	0.139	0.141	0.4074
CNAG_00003	NA	45.598	-0.382	0.294	0.2651
CNAG_00004	NA	104.23	-0.07	0.206	0.7885
CNAG_00005	NA	558.427	0.048	0.131	0.7717
CNAG_00006	NA	1257.599	-0.056	0.119	0.7104
CNAG_00007	NA	392.072	0.902	0.133	1.092e-10
CNAG_00008	NA	350.53	-0.28	0.148	0.09358
CNAG_00009	NA	209.495	0.588	0.155	4.483e-4
CNAG_00010	NA	260.962	0.364	0.153	0.03168
CNAG_00011	NA	137.362	-0.036	0.189	0.8848
CNAG_00012	NA	478.031	-0.391	0.15	0.01841
CNAG_00013	NA	368.12	-0.066	0.14	0.7104
CNAG_00014	NA	70.303	-0.721	0.242	0.006432
CNAG_00015	NA	414.521	-1.848	0.155	2.341e-31
CNAG_00016	NA	249.151	0.538	0.153	0.001195
CNAG_00017	NA	127.699	-0.478	0.192	0.02495
CNAG_00018	FZC6	496.594	-0.118	0.132	0.4555
CNAG_00019	NA	2167.486	0.503	0.105	6.789e-6
CNAG_00020	NA	920.13	-0.069	0.153	0.723
CNAG_00021	NA	378.829	0.799	0.178	2.687e-5
CNAG_00022	NA	543.839	0.739	0.124	1.803e-8
CNAG_00023	NA	25.012	-0.202	0.385	0.67490000000000006
CNAG_00024	NA	1040.667	0.79	0.124	1.443e-9
CNAG_00025	VCX1	386.303	-0.591	0.134	3.528e-5
CNAG_00026	NA	371.411	0.581	0.137	7.127e-5
CNAG_00027	NA	147.149	-0.302	0.183	0.1488
CNAG_00028	NA	104.316	-0.307	0.206	0.1965
CNAG_00029	NA	42.381	0.618	0.313	0.07992
CNAG_00030	NA	31.324	0.07	0.352	0.8776
CNAG_00031	MLR1	179.403	0.116	0.166	0.5678
CNAG_00032	NA	61	-0.491	0.271	0.1101
CNAG_00034	RPL9B	19473.084	0.8	0.144	1.504e-7
CNAG_00035	NA	62.63	-1.467	0.272	3.554e-7
CNAG_00036	SEC14-2	276.552	-2.268	0.191	5.109e-31
CNAG_00038	NA	267.508	-0.866	0.159	2.679e-7
CNAG_00039	ZFC6	16.344	-0.647	0.456	0.2189
CNAG_00040	ERG11	788.556	1.03	0.135	2.896e-13
CNAG_00043	NA	279.95	-0.613	0.155	2.334e-4
CNAG_00044	NA	424.33	-0.078	0.151	0.6813
CNAG_00045	NA	207.265	-0.86	0.169	1.768e-6
CNAG_00046	NA	1175.35	0.267	0.142	0.0948
CNAG_00047	PKP1	73.126	-0.087	0.235	0.7706
CNAG_00048	NA	81.932	-0.566	0.23	0.02649
CNAG_00049	NA	47.823	-0.644	0.293	0.04921
CNAG_00050	NA	140.234	-0.215	0.205	0.378
CNAG_00051	SNT1	360.781	-0.037	0.135	0.8296
CNAG_00052	NA	268.994	-2.193	0.195	6.64e-28
CNAG_00053	NA	95.934	1.124	0.211	5.287e-7
CNAG_00054	NA	143.66	-2.636	0.229	4.049e-29
CNAG_00055	NA	960.115	-0.735	0.136	3.164e-7
CNAG_00056	NA	284.405	-0.2	0.173	0.3255
CNAG_00057	FPP1	1753.467	-1.651	0.109	8.245e-50
CNAG_00058	NA	1436.35	0.829	0.129	9.347e-10
CNAG_00059	NA	104.667	0.579	0.217	0.01518
CNAG_00060	NA	191.711	0.388	0.165	0.03376
CNAG_00061	CIT1	9645.423	0.281	0.129	0.05203
CNAG_00062	NA	832.54	0.523	0.154	0.0017
CNAG_00063	CSE4	400.556	1.149	0.164	2.115e-11
CNAG_00064	NA	977.912	0.191	0.121	0.1676
CNAG_00065	NA	2238.052	0.701	0.106	3.598e-10
CNAG_00066	NA	325.307	-0.293	0.155	0.09313
CNAG_00067	SSS1	2512.61	0.793	0.129	5.188e-9
CNAG_00068	NA	133.541	-0.476	0.205	0.03656
CNAG_00069	NA	17.848	-1.183	0.458	0.01938
CNAG_00070	NA	306.615	-0.229	0.153	0.1913
CNAG_00072	NA	797.637	0.007	0.122	0.9644
CNAG_00073	NA	328.224	0.227	0.153	0.1992
CNAG_00074	NA	1552.769	-0.722	0.118	6.503e-9
CNAG_00075	NA	605.266	-0.804	0.135	1.781e-8
CNAG_00076	NDX6	208.1	0.076	0.165	0.7173
CNAG_00077	NA	1189.83	0.566	0.151	5.345e-4
CNAG_00078	NA	155.914	0.361	0.208	0.1274
CNAG_00079	NA	232.049	-0.807	0.2	1.74e-4
CNAG_00080	NA	27.806	-1.48	0.384	3.436e-4
CNAG_00081	NA	767.368	0.097	0.124	0.521
CNAG_00082	NA	186.12	-0.352	0.179	0.08108
CNAG_00083	CCC1	148.42	0.472	0.189	0.02373
CNAG_00084	NA	691.587	0.781	0.158	3.39e-6
CNAG_00085	NA	220.406	0.52	0.158	0.002403
CNAG_00086	NA	552.972	0.761	0.153	3.141e-6
CNAG_00087	NA	327.903	-0.27	0.15	0.1137
CNAG_00088	NA	431.366	0.227	0.139	0.1533
CNAG_00089	NA	324.107	0.402	0.146	0.01218
CNAG_00090	NA	388.924	0.304	0.145	0.06162
CNAG_00091	NA	933.443	-4.302	0.154	5.646999999999998e-170
CNAG_00092	NA	1609.707	0.3	0.111	0.0137
CNAG_00093	NA	622.823	-2.125	0.148	5.021e-45
CNAG_00094	NA	73.702	0.408	0.232	0.1213
CNAG_00095	NA	299.496	0.395	0.156	0.02218
CNAG_00096	NA	177.274	-0.174	0.175	0.4055
CNAG_00097	ITR1	126.915	-0.214	0.214	0.4016
CNAG_00098	NA	352.165	-0.18	0.157	0.3304
CNAG_00099	NA	529.834	0.78	0.131	1.846e-8
CNAG_00100	NA	6414.926	0.869	0.12	4.73e-12
CNAG_00101	KEI1	543.214	0.637	0.126	2.093e-6
CNAG_00104	NA	1827.946	0.706	0.122	4.154e-8
CNAG_00106	TCO5	211.512	0.092	0.16	0.6429
CNAG_00107	NA	120.42	-1.206	0.208	3.937e-8
CNAG_00108	NA	1343.901	0.799	0.129	4.3e-9
CNAG_00109	NA	1139.165	0.305	0.139	0.04898
CNAG_00110	HPI3	520.454	1.059	0.145	3.606e-12
CNAG_00111	NA	733.672	0.146	0.158	0.4431
CNAG_00115	NA	228.579	-0.126	0.191	0.5926
CNAG_00116	NA	19365.645	0.756	0.148	1.503e-6
CNAG_00117	ERG24	798.372	0.554	0.117	9.75e-6
CNAG_00118	NA	340.197	0.265	0.139	0.09096
CNAG_00119	NA	151.726	-0.163	0.178	0.4453
CNAG_00120	NA	406.966	0.405	0.158	0.0206
CNAG_00121	NA	755.374	-0.006	0.134	0.973
CNAG_00122	NA	135.179	0.678	0.185	7.14e-4
CNAG_00123	NA	64.503	-2.028	0.275	1.654e-12
CNAG_00124	CAS32	631.204	-0.054	0.164	0.7938
CNAG_00125	CRG1	51.65	0.117	0.269	0.7319
CNAG_00126	NA	734.373	0.357	0.145	0.02589
CNAG_00127	NA	89.066	0.386	0.229	0.1401
CNAG_00128	NA	116.209	0.434	0.198	0.04973
CNAG_00129	NA	196.728	0.34	0.17	0.0748
CNAG_00130	RCK2	1285.577	-1.576	0.13	1.849e-32
CNAG_00131	NA	63.327	-1.225	0.269	1.995e-5
CNAG_00132	NA	74.324	-0.623	0.247	0.02295
CNAG_00133	NA	243.726	-1.053	0.157	1.556e-10
CNAG_00134	NA	270.671	-0.13	0.168	0.5248
CNAG_00135	NA	327.523	0.91	0.168	3.147e-7
CNAG_00136	NA	2247.244	-0.386	0.105	6.844e-4
CNAG_00137	NA	224.713	-0.481	0.16	0.006043
CNAG_00138	NA	461.411	0.613	0.137	2.731e-5
CNAG_00139	NA	773.544	-1.01	0.122	1.772e-15
CNAG_00140	NA	1346.43	0.438	0.113	3.307e-4
CNAG_00141	NA	61.874	-0.438	0.289	0.187
CNAG_00142	NA	314.833	0.808	0.143	8.77e-8
CNAG_00143	NA	749.517	0.558	0.125	2.915e-5
CNAG_00144	NA	35.804	0.289	0.327	0.4627
CNAG_00145	NA	290.345	0.233	0.157	0.1965
CNAG_00146	PBY101	292.776	0.149	0.155	0.4203
CNAG_00147	NA	4338.019	-0.095	0.103	0.4375
CNAG_00148	NA	493.385	0.04	0.137	0.8167
CNAG_00149	NA	5465.807	0.873	0.121	5.709e-12
CNAG_00150	PQP1	611.711	0.308	0.135	0.04068
CNAG_00151	NA	352.784	0.592	0.152	3.129e-4
CNAG_00152	NA	290.156	0.194	0.144	0.2429
CNAG_00153	NA	79.055	0.468	0.227	0.06647
CNAG_00154	NA	699.538	-2.167	0.134	2.602e-57
CNAG_00155	NA	0.531	2.616	2.697	0.4158
CNAG_00156	SP1	431.712	-0.602	0.151	2.227e-4
CNAG_00157	NA	1107.493	-0.243	0.154	0.1664
CNAG_00158	HOC3	249.642	0.281	0.152	0.1024
CNAG_00159	NA	232.097	0.335	0.16	0.06161
CNAG_00160	NA	64.569	-1.234	0.263	1.096e-5
CNAG_00161	NA	75.992	-1.841	0.274	1.645e-10
CNAG_00162	AOX1	187.89	-1.467	0.19	1.288e-13
CNAG_00163	NA	289.922	-0.289	0.148	0.08362
CNAG_00164	NA	279.431	-0.856	0.164	8.424e-7
CNAG_00165	NA	368.264	0.499	0.14	9.698e-4
CNAG_00166	NA	263.293	0.776	0.147	6.852e-7
CNAG_00167	NA	371.723	-0.49	0.147	0.002103
CNAG_00171	NA	58.638	-0.001	0.259	0.9971
CNAG_00172	NA	344.751	0.796	0.16	3.028e-6
CNAG_00173	NA	287.895	-0.413	0.158	0.01783
CNAG_00174	NA	521.577	-0.331	0.191	0.1288
CNAG_00175	NA	166.327	-0.195	0.184	0.3726
CNAG_00176	NA	1027.725	0.364	0.181	0.07387
CNAG_00177	NA	156.044	-0.958	0.179	4.151e-7
CNAG_00178	NA	1353.892	-0.909	0.148	5.606e-9
CNAG_00179	GPA2	68.551	-0.121	0.25	0.7004
CNAG_00180	NA	231.895	0.138	0.153	0.4516
CNAG_00181	FYV10	260.271	-0.786	0.153	1.343e-6
CNAG_00182	VPS29	216.332	-0.194	0.16	0.3008
CNAG_00183	NA	1106.041	-1.117	0.157	1.129e-11
CNAG_00184	NA	556.909	-0.256	0.144	0.119
CNAG_00185	NA	465.871	-0.193	0.146	0.2557
CNAG_00186	NA	205.69	0.183	0.158	0.324
CNAG_00187	UBP16	320.467	0.001	0.14	0.9973
CNAG_00188	NA	307.124	0.422	0.157	0.01438
CNAG_00189	NA	118.127	0.188	0.219	0.478
CNAG_00190	NA	2248.877	-0.614	0.119	1.13e-6
CNAG_00191	NA	108.157	0.628	0.205	0.004942
CNAG_00192	NA	83.443	-0.194	0.217	0.4574
CNAG_00193	GAT1	991.27	0.237	0.121	0.08393
CNAG_00194	NA	1425.252	0.324	0.133	0.02771
CNAG_00195	NA	211.452	0.553	0.157	0.001129
CNAG_00229	NA	157.061	-0.687	0.182	4.68e-4
CNAG_00231	NA	49.714	0.444	0.267	0.1453
CNAG_00232	RPL30	10071.687	0.862	0.131	3.458e-10
CNAG_00233	NA	892.949	0.286	0.123	0.03721
CNAG_00234	NA	254.183	0.171	0.162	0.3743
CNAG_00235	AMT1	138.455	1.32	0.184	7.233e-12
CNAG_00236	NA	93.326	1.552	0.224	3.687e-11
CNAG_00237	NA	1468.666	0.46	0.118	2.795e-4
CNAG_00238	NA	4529.062	0.733	0.106	3.646e-11
CNAG_00239	YAP1	368.8	-1.372	0.154	8.21e-18
CNAG_00240	NA	404.644	0.191	0.144	0.2543
CNAG_00241	NA	140.924	0.426	0.196	0.0521
CNAG_00242	NA	52.251	-1.987	0.369	3.808e-7
CNAG_00243	NA	206.118	0.302	0.168	0.1119
CNAG_00246	NA	408.708	-0.269	0.143	0.09695
CNAG_00247	LYS9	224.819	-1.469	0.178	1.929e-15
CNAG_00248	NA	155.812	-0.047	0.18	0.8375
CNAG_00249	NA	413.695	-0.103	0.142	0.5513
CNAG_00250	NA	456.049	0.564	0.145	2.933e-4
CNAG_00251	NA	37.06	-0.884	0.331	0.0153
CNAG_00252	NA	430.933	0.02	0.135	0.912
CNAG_00253	NA	274.265	-0.232	0.217	0.3657
CNAG_00254	NA	305.879	-1.057	0.157	1.638e-10
CNAG_00255	NA	383.211	-0.027	0.145	0.8851
CNAG_00256	NA	808.183	0.681	0.132	1.122e-6
CNAG_00257	NA	426.726	0.686	0.154	3.052e-5
CNAG_00258	NA	257.209	0.304	0.157	0.08606
CNAG_00259	NA	226.727	0.762	0.155	3.871e-6
CNAG_00260	NA	660.371	0.396	0.125	0.003576
CNAG_00261	NA	17372.093	-0.351	0.104	0.001954
CNAG_00262	NA	33.591	-0.285	0.328	0.4718
CNAG_00263	PTP4	119.962	-0.348	0.209	0.1455
CNAG_00264	NA	1381.231	-1.2	0.127	4.9660000000000004e-20
CNAG_00265	IDI1	1648.031	0.587	0.11	4.937e-7
CNAG_00266	YFH7	182.604	0.173	0.162	0.3694
CNAG_00267	NA	83.955	-0.421	0.218	0.08642
CNAG_00268	ILV2	829.993	0.099	0.159	0.6132
CNAG_00269	NA	71.945	-5.742	0.581	1.085e-21
CNAG_00270	NA	2628.529	0.239	0.109	0.04842
CNAG_00271	NA	286.391	0.491	0.151	0.002784
CNAG_00272	NA	142.137	-0.343	0.196	0.1227
CNAG_00273	NA	48.98	0.284	0.279	0.3922
CNAG_00274	NA	199.811	-0.299	0.169	0.1198
CNAG_00275	NA	414.07	-1.591	0.137	7.553e-30
CNAG_00276	NA	126.23	-0.497	0.193	0.01977
CNAG_00277	NA	150.103	0.19	0.177	0.3636
CNAG_00278	NA	255.392	0.357	0.149	0.03099
CNAG_00279	NA	446.579	0.411	0.178	0.03811
CNAG_00280	NA	1475.547	0.308	0.107	0.008754
CNAG_00283	NA	123.323	-0.55	0.202	0.01337
CNAG_00284	NA	120.24	-1.005	0.2	2.233e-6
CNAG_00285	NA	118.245	-0.688	0.209	0.002402
CNAG_00286	NAB2	410.073	0.273	0.139	0.08038
CNAG_00287	NA	4487.879	0.484	0.12	1.86e-4
CNAG_00288	NA	129.489	0.282	0.185	0.1837
CNAG_00289	NA	110.377	0.342	0.199	0.1302
CNAG_00290	NA	372.883	-0.188	0.144	0.2623
CNAG_00291	NA	12.217	0.331	0.539	0.6191
CNAG_00292	NA	1502.661	0.309	0.116	0.01542
CNAG_00293	RAS1	837.374	0.508	0.117	4.775e-5
CNAG_00294	NA	441.491	0.39	0.134	0.008111
CNAG_00295	NA	3.281	-0.809	1.014	0.5111
CNAG_00299	NA	170.941	0.26	0.166	0.1739
CNAG_00300	NA	323.3	-1.247	0.152	4.049e-15
CNAG_00301	NA	1084.301	-2.087	0.141	1.0169999999999999e-47
CNAG_00302	NA	147.424	-0.499	0.182	0.01257
CNAG_00303	NA	10.615	-0.969	0.594	0.1534
CNAG_00304	NA	160.856	0.467	0.17	0.0126
CNAG_00305	NA	6402.406	0.507	0.138	6.459e-4
CNAG_00306	MTN2	23.416	0.053	0.401	0.9205
CNAG_00307	NA	3609.601	0.279	0.151	0.1016
CNAG_00308	NA	81.914	0.167	0.219	0.5303
CNAG_00309	NA	217.307	-0.153	0.161	0.4244
CNAG_00310	NA	125.844	0.311	0.191	0.1543
CNAG_00311	NA	864.749	0.807	0.118	7.6e-11
CNAG_00312	NA	256.445	0.087	0.154	0.6497
CNAG_00313	NA	118.83	0.087	0.195	0.723
CNAG_00314	NA	121.014	-0.255	0.202	0.2804
CNAG_00315	NA	75.393	-1.041	0.242	5.789e-5
CNAG_00316	HAM1	419.877	0.583	0.139	9.413e-5
CNAG_00317	NA	193.261	0.386	0.175	0.0481
CNAG_00318	NA	1545.253	0.101	0.113	0.4562
CNAG_00319	NA	650.276	0.704	0.125	9.783e-8
CNAG_00320	NA	159.693	0.638	0.208	0.004964
CNAG_00321	NA	12.605	-0.334	0.515	0.5985
CNAG_00322	NA	211.735	-0.397	0.212	0.09655
CNAG_00323	NA	15.682	-0.85	0.469	0.11
CNAG_00326	NA	1065.628	-0.026	0.124	0.8722
CNAG_00327	NA	53.717	0.84	0.275	0.005172
CNAG_00328	NA	364.28	-0.338	0.167	0.07202
CNAG_00329	NA	1737.466	0.854	0.131	5.36e-10
CNAG_00330	NA	250.816	-0.051	0.182	0.8249
CNAG_00331	NA	89.08	-0.475	0.227	0.06222
CNAG_00332	SIP4	335.295	-0.053	0.149	0.7786
CNAG_00333	NA	207.756	0.544	0.183	0.006507
CNAG_00334	NA	56539.743	0.901	0.142	1.657e-9
CNAG_00335	NA	205.966	0.108	0.156	0.5699
CNAG_00337	NA	1439.581	-0.282	0.121	0.03684
CNAG_00342	NA	661.904	-0.138	0.133	0.3814
CNAG_00343	NA	150.251	0.337	0.181	0.09927
CNAG_00344	NA	96.036	-0.069	0.227	0.8111
CNAG_00345	NA	454.589	0.684	0.129	5.782e-7
CNAG_00346	NA	166.88	-0.218	0.183	0.3118
CNAG_00347	NA	261.199	-0.188	0.147	0.2755
CNAG_00348	NA	213.351	-1.656	0.167	8.752e-22
CNAG_00349	NA	60.552	-1.208	0.282	6.265e-5
CNAG_00351	NA	97.359	0.539	0.223	0.02919
CNAG_00352	NA	438.861	0.099	0.149	0.5888
CNAG_00353	LPI16	279.013	0.247	0.187	0.2562
CNAG_00354	NA	1132.827	-0.237	0.138	0.1306
CNAG_00355	NA	534.651	0.097	0.145	0.5848
CNAG_00356	NA	529.907	-0.454	0.136	0.002088
CNAG_00357	NA	159.029	0.113	0.18	0.6119
CNAG_00358	NA	108.95	0.202	0.2	0.3949
CNAG_00359	NA	1235.02	-0.86	0.156	1.971e-7
CNAG_00360	NA	559.3	-1.793	0.17	1.412e-24
CNAG_00361	RVS167	2326.37	-0.088	0.102	0.4771
CNAG_00362	NA	216.982	-0.073	0.161	0.721
CNAG_00363	TCO6	840.746	-0.57	0.163	0.001295
CNAG_00364	NA	157.605	0.601	0.203	0.006701
CNAG_00365	NA	578.195	0.212	0.131	0.1559
CNAG_00366	NA	18.399	-0.953	0.445	0.05567
CNAG_00367	DYN5	112.438	0.291	0.214	0.24
CNAG_00368	NA	98.622	-0.21	0.213	0.409
CNAG_00369	NA	131.531	0.077	0.217	0.7786
CNAG_00370	UBI1	12267.435	0.693	0.169	1.32e-4
CNAG_00371	NA	60.492	-0.042	0.261	0.9021
CNAG_00372	NA	189.838	0.061	0.185	0.7934
CNAG_00373	NA	394.817	-0.518	0.139	5.67e-4
CNAG_00374	NA	157.55	-1.309	0.197	2.589e-10
CNAG_00375	GCN5	325.703	0.05	0.139	0.7769
CNAG_00377	NA	414.158	0.873	0.154	8.531e-8
CNAG_00378	NA	47.765	-0.898	0.297	0.005631
CNAG_00383	APT3	383.802	-0.238	0.148	0.1604
CNAG_00384	NA	88.874	0.394	0.213	0.1027
CNAG_00385	NA	1404.857	0.258	0.113	0.03967
CNAG_00386	NA	537.303	0.652	0.145	2.518e-5
CNAG_00387	LPI13	466.611	-0.282	0.131	0.05396
CNAG_00388	NA	435.445	-0.336	0.159	0.05881
CNAG_00389	NA	662.866	0.119	0.125	0.4247
CNAG_00390	YMR1	101.262	-0.136	0.208	0.5963
CNAG_00391	NA	182.859	0.555	0.171	0.002886
CNAG_00392	NA	95.124	-0.319	0.222	0.2143
CNAG_00393	NA	249.316	-1.484	0.158	1.485e-19
CNAG_00394	NA	770.397	0.305	0.124	0.02615
CNAG_00395	NA	180.699	-0.707	0.18	2.581e-4
CNAG_00396	PKA1	178.623	-0.587	0.175	0.001999
CNAG_00397	NA	71.827	-1.117	0.295	4.577e-4
CNAG_00398	NA	562.491	-0.559	0.178	0.004048
CNAG_00399	NA	747.849	-0.724	0.151	6.748e-6
CNAG_00400	NA	1674.209	-0.002	0.108	0.9867
CNAG_00401	NA	240.913	0.087	0.161	0.6673
CNAG_00402	NA	881.048	0.068	0.119	0.6461
CNAG_00403	NA	210.351	0.226	0.164	0.2342
CNAG_00404	NA	230.799	-1.207	0.167	5.344e-12
CNAG_00405	KIC1	322.913	-0.243	0.153	0.1654
CNAG_00406	NA	380.9	0.786	0.134	2.892e-8
CNAG_00407	NA	1282.819	-0.141	0.126	0.3448
CNAG_00408	PPH3	92.704	-0.175	0.236	0.5423
CNAG_00409	NA	130.336	0.755	0.202	5.193e-4
CNAG_00410	NA	446.649	0.479	0.133	8.832e-4
CNAG_00411	NA	485.905	0.594	0.136	4.836e-5
CNAG_00413	OFD1	464.933	0.923	0.133	3.262e-11
CNAG_00414	MAK32	89.882	-0.351	0.225	0.1729
CNAG_00415	CDC2801	108.145	-0.153	0.198	0.5236
CNAG_00416	NA	132.141	-0.258	0.187	0.233
CNAG_00417	NA	9597.817	0.653	0.106	4.684e-9
CNAG_00418	NA	5776.935	0.961	0.106	2.185e-18
CNAG_00419	NA	69.05	-0.772	0.241	0.003222
CNAG_00420	NA	433.039	0.313	0.141	0.04702
CNAG_00421	NA	423.509	-0.291	0.137	0.05654
CNAG_00422	NA	256.39	0.009	0.152	0.9668
CNAG_00423	NA	391.687	0.425	0.148	0.008625
CNAG_00424	NA	640.487	0.092	0.122	0.5322
CNAG_00425	NA	14.144	-1.803	0.557	0.002951
CNAG_00426	NA	284.029	0.238	0.165	0.2118
CNAG_00427	PTC5	1853.22	0.172	0.116	0.1981
CNAG_00428	NA	357.133	0.158	0.141	0.3412
CNAG_00429	NA	224.867	1.394	0.171	4.725e-15
CNAG_00430	NA	46.466	0.997	0.312	0.003386
CNAG_00433	NA	182.54	0.402	0.168	0.03151
CNAG_00434	NA	251.237	0.839	0.151	1.464e-7
CNAG_00435	NA	55.263	0.535	0.258	0.06407
CNAG_00436	NA	231.885	-0.389	0.162	0.03021
CNAG_00437	NA	193.518	0.042	0.168	0.8444
CNAG_00438	NA	83.301	-0.348	0.244	0.2159
CNAG_00439	NA	153.091	0.261	0.191	0.2384
CNAG_00440	SSN801	86.971	0.599	0.231	0.01888
CNAG_00441	IMD1	9812.243	0.402	0.127	0.00374
CNAG_00442	NA	1323.673	0.654	0.11	1.817e-8
CNAG_00443	NA	38.111	-0.358	0.317	0.3386
CNAG_00444	NA	134.06	-0.223	0.185	0.3049
CNAG_00445	NHP6B01	415.036	-0.376	0.134	0.0109
CNAG_00446	NA	2.327	-1.66	1.333	0.2869
CNAG_00447	NA	2045.93	0.924	0.102	2.806e-18
CNAG_00448	NA	622.102	0.332	0.122	0.0134
CNAG_00449	NA	357.893	0.454	0.143	0.003486
CNAG_00450	LEU2	4336.063	0.124	0.153	0.5038
CNAG_00451	NA	56.394	-0.381	0.267	0.217
CNAG_00452	NA	48.533	-0.845	0.3	0.01039
CNAG_00453	NA	529.765	0.009	0.132	0.9586
CNAG_00454	NA	11.326	-0.299	0.533	0.6519
CNAG_00455	UBP16	522.554	0.317	0.137	0.03747
CNAG_00456	ISP6	778.445	0.678	0.127	4.963e-7
CNAG_00457	GLN1	7449.397	-0.003	0.134	0.9844
CNAG_00458	NA	1268.414	-0.153	0.13	0.319
CNAG_00460	LIV1	284.88	-0.012	0.147	0.9518
CNAG_00461	NA	910.214	0.34	0.168	0.07083
CNAG_00462	NA	485.884	1.214	0.143	2.798e-16
CNAG_00463	NA	0	NA	NA	NA
CNAG_00464	NA	1141.483	0.254	0.112	0.04223
CNAG_00465	NA	1472.081	-2.857	0.135	7.093999999999998e-98
CNAG_00466	NA	531.693	-0.34	0.151	0.04393
CNAG_00467	NA	419.831	0.299	0.141	0.05889
CNAG_00468	NA	757.816	-0.11	0.121	0.4471
CNAG_00469	NA	288.767	0.317	0.158	0.07489
CNAG_00470	NA	288.696	0.226	0.147	0.1819
CNAG_00471	NA	549.027	0.446	0.143	0.004322
CNAG_00472	NA	167.773	0.72	0.17	8.312e-5
CNAG_00473	OST2	1400.01	0.468	0.12	2.847e-4
CNAG_00474	NA	87.647	-0.918	0.292	0.00388
CNAG_00475	NA	241.26	1.15	0.19	9.201e-9
CNAG_00476	NA	18.817	-0.695	0.428	0.1551
CNAG_00480	NA	252.512	-0.743	0.17	4.406e-5
CNAG_00481	NA	2.179	1.422	1.388	0.389
CNAG_00482	NA	297.632	0.277	0.145	0.09039
CNAG_00483	ACT1	6929.46	0.162	0.108	0.1912
CNAG_00484	NA	133.853	-0.445	0.189	0.03467
CNAG_00485	NA	386.873	-4.454	0.206	2.4809999999999996e-101
CNAG_00486	NA	551.363	0.388	0.137	0.00976
CNAG_00487	NA	120.611	-1.066	0.226	9.931e-6
CNAG_00488	NA	64.996	0.557	0.241	0.03777
CNAG_00490	NA	669.323	-3.537	0.174	1.6319999999999997e-89
CNAG_00491	NA	592.309	-0.369	0.138	0.0151
CNAG_00492	NA	30.151	-1.326	0.381	0.001318
CNAG_00493	NA	144.534	-0.151	0.201	0.5376
CNAG_00495	NA	329.212	-0.472	0.141	0.002084
CNAG_00496	NA	291.333	0.04	0.149	0.8303
CNAG_00497	NA	559.246	-0.706	0.128	1.689e-7
CNAG_00498	CDC14	169.23	0.124	0.179	0.5699
CNAG_00499	NA	396.944	-0.965	0.152	1.787e-9
CNAG_00500	PTC1	1761.704	-0.128	0.123	0.3799
CNAG_00501	NA	100.564	0.748	0.208	8.848e-4
CNAG_00502	NA	161.806	0.381	0.192	0.07725
CNAG_00503	NA	527.913	0.408	0.18	0.0424
CNAG_00504	NA	166.4	0.722	0.172	9.364e-5
CNAG_00505	FZC28	100.814	-0.377	0.209	0.1114
CNAG_00506	NA	146.04	0.276	0.19	0.2079
CNAG_00508	VPS17	444.79	-0.031	0.141	0.8642
CNAG_00509	NA	704.787	0.621	0.17	7.327e-4
CNAG_00510	NA	692.355	0.716	0.139	1.162e-6
CNAG_00511	NA	27.24	-0.25	0.357	0.5665
CNAG_00512	NA	482.741	0.613	0.136	2.335e-5
CNAG_00513	NA	213.024	0.816	0.161	1.865e-6
CNAG_00514	NA	283.647	0.328	0.148	0.04699
CNAG_00515	NA	85.24	-1.178	0.267	3.862e-5
CNAG_00516	PEX7	83.249	-0.077	0.243	0.8025
CNAG_00517	NA	484.358	0.467	0.139	0.001921
CNAG_00519	ERG3	566.131	0.57	0.143	2.085e-4
CNAG_00520	NA	474.484	0.838	0.144	3.953e-8
CNAG_00521	NA	370.477	-1.317	0.145	1.805e-18
CNAG_00522	NA	307.93	-1.602	0.151	4.758e-25
CNAG_00523	NA	144.163	-0.111	0.177	0.6122
CNAG_00524	NA	288.277	-1.22	0.175	2.975e-11
CNAG_00525	NA	143.958	0.264	0.18	0.2039
CNAG_00526	NA	104.22	-2.641	0.241	1.461e-26
CNAG_00527	NA	1257.418	0.675	0.135	2.766e-6
CNAG_00528	NA	238.118	-0.802	0.168	7.732e-6
CNAG_00529	NA	113.571	-0.027	0.206	0.9205
CNAG_00531	ENA1	1378.453	-2.349	0.139	2.836999999999999e-62
CNAG_00532	NA	369.806	0.439	0.145	0.005785
CNAG_00533	TIM50	1264.966	0.722	0.133	3.301e-7
CNAG_00534	NA	2671.222	0.724	0.32	0.04256
CNAG_00535	NA	662.447	0.775	0.123	1.911e-9
CNAG_00536	NA	1705.346	0.741	0.12	4.159e-9
CNAG_00537	NA	315.137	-3.057	0.408	7.441e-13
CNAG_00538	NA	1265.872	0.383	0.116	0.002471
CNAG_00539	NA	552.152	-2.464	0.205	9.099e-32
CNAG_00540	NA	23.502	0.606	0.373	0.1556
CNAG_00541	NA	61.652	-0.025	0.286	0.948
CNAG_00542	NA	51.123	-0.023	0.287	0.9532
CNAG_00543	NA	2645.785	-1.613	0.132	1.2650000000000001e-32
CNAG_00544	NA	280.94	-0.075	0.151	0.694
CNAG_00545	NA	275.298	-0.5	0.147	0.00178
CNAG_00546	CHS4	660.575	-2.477	0.154	3.7339999999999996e-56
CNAG_00547	NA	493.859	-0.181	0.148	0.2963
CNAG_00549	NA	0	NA	NA	NA
CNAG_00550	NA	77.709	-0.309	0.256	0.3048
CNAG_00551	NA	862.424	0.137	0.115	0.3079
CNAG_00554	ISC1	349.607	-0.463	0.157	0.00692
