ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
GO:0016491	oxidoreductase activity	430	7	CNAG_00716,CNAG_01019,CNAG_01138,CNAG_02532,CNAG_04467,CNAG_05602,CNAG_07316,	1.6	3.96	5.52	0.00116688213783	0.00583441068915	0.00583441068915
GO:0043167	ion binding	1306	10	CNAG_00306,CNAG_00716,CNAG_01019,CNAG_01138,CNAG_01883,CNAG_02532,CNAG_02852,CNAG_04469,CNAG_05449,CNAG_07316,	0.8	1.86	2.66	0.0237496167786	0.0593740419465	0.118748083893
