ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
GO:0008168	methyltransferase activity	87	9	CNAG_00040,CNAG_00750,CNAG_01592,CNAG_01890,CNAG_02317,CNAG_03342,CNAG_04692,CNAG_04905,CNAG_06774,	10.3	4.48	5.2	0.000155475744104	0.00357594211438	0.00357594211438
GO:0003735	structural constituent of ribosome	128	9	CNAG_00771,CNAG_01153,CNAG_01300,CNAG_01345,CNAG_02145,CNAG_02838,CNAG_02842,CNAG_04114,CNAG_04235,	7.0	3.04	3.38	0.00261878655046	0.0301160453303	0.0602320906606
GO:0016779	nucleotidyltransferase activity	68	6	CNAG_01179,CNAG_01810,CNAG_03521,CNAG_03634,CNAG_04215,CNAG_06641,	8.8	3.82	4.26	0.00455078106848	0.034889321525	0.104667964575
GO:0016829	lyase activity	97	7	CNAG_01657,CNAG_01908,CNAG_02099,CNAG_03322,CNAG_05144,CNAG_05875,CNAG_07908,	7.2	3.13	3.43	0.00677384227427	0.0352029630319	0.155798372308
GO:0016491	oxidoreductase activity	430	18	CNAG_00040,CNAG_00429,CNAG_00462,CNAG_00716,CNAG_00788,CNAG_00876,CNAG_01577,CNAG_01915,CNAG_02099,CNAG_02100,CNAG_02984,CNAG_03168,CNAG_03629,CNAG_04189,CNAG_05070,CNAG_06012,CNAG_06063,CNAG_06663,	4.2	1.81	2.0	0.00913949476073	0.0352029630319	0.210208379497
GO:0005198	structural molecule activity	155	9	CNAG_00771,CNAG_01153,CNAG_01300,CNAG_01345,CNAG_02145,CNAG_02838,CNAG_02842,CNAG_04114,CNAG_04235,	5.8	2.51	2.74	0.0091833816605	0.0352029630319	0.211217778191
GO:0003674	molecular function	3820	99	CNAG_00040,CNAG_00063,CNAG_00110,CNAG_00235,CNAG_00236,CNAG_00429,CNAG_00462,CNAG_00697,CNAG_00709,CNAG_00716,CNAG_00750,CNAG_00771,CNAG_00788,CNAG_00876,CNAG_00904,CNAG_00973,CNAG_01023,CNAG_01119,CNAG_01153,CNAG_01179,CNAG_01300,CNAG_01333,CNAG_01345,CNAG_01389,CNAG_01577,CNAG_01592,CNAG_01600,CNAG_01648,CNAG_01656,CNAG_01657,CNAG_01721,CNAG_01810,CNAG_01890,CNAG_01894,CNAG_01898,CNAG_01907,CNAG_01908,CNAG_01915,CNAG_01946,CNAG_02099,CNAG_02100,CNAG_02145,CNAG_02285,CNAG_02317,CNAG_02838,CNAG_02842,CNAG_02850,CNAG_02870,CNAG_02982,CNAG_02984,CNAG_03037,CNAG_03168,CNAG_03205,CNAG_03322,CNAG_03342,CNAG_03521,CNAG_03602,CNAG_03629,CNAG_03634,CNAG_04072,CNAG_04114,CNAG_04148,CNAG_04168,CNAG_04170,CNAG_04179,CNAG_04189,CNAG_04215,CNAG_04235,CNAG_04245,CNAG_04640,CNAG_04692,CNAG_04905,CNAG_04960,CNAG_05070,CNAG_05144,CNAG_05145,CNAG_05759,CNAG_05825,CNAG_05853,CNAG_05875,CNAG_05968,CNAG_06012,CNAG_06063,CNAG_06126,CNAG_06318,CNAG_06487,CNAG_06608,CNAG_06609,CNAG_06641,CNAG_06663,CNAG_06745,CNAG_06746,CNAG_06747,CNAG_06774,CNAG_07448,CNAG_07537,CNAG_07807,CNAG_07908,CNAG_07909,	2.6	1.12	1.78	0.011094670447	0.036453917183	0.255177420281
GO:0016746	acyltransferase activity	74	5	CNAG_00973,CNAG_01656,CNAG_02099,CNAG_02100,CNAG_04640,	6.8	2.93	3.16	0.0274283595454	0.078856533693	0.630852269544
