ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
GO:0022857	transmembrane transporter activity	356	54	CNAG_00749,CNAG_00864,CNAG_00905,CNAG_00979,CNAG_01232,CNAG_01759,CNAG_01862,CNAG_01960,CNAG_02083,CNAG_02254,CNAG_02430,CNAG_02586,CNAG_02733,CNAG_03087,CNAG_03090,CNAG_03110,CNAG_03135,CNAG_03572,CNAG_03910,CNAG_03971,CNAG_04092,CNAG_04103,CNAG_04142,CNAG_04597,CNAG_04616,CNAG_04794,CNAG_04947,CNAG_05075,CNAG_05324,CNAG_05377,CNAG_05381,CNAG_05387,CNAG_05662,CNAG_05718,CNAG_05833,CNAG_05929,CNAG_05982,CNAG_05993,CNAG_05994,CNAG_06102,CNAG_06119,CNAG_06259,CNAG_06265,CNAG_06323,CNAG_06415,CNAG_06539,CNAG_06652,CNAG_06752,CNAG_06776,CNAG_06875,CNAG_06932,CNAG_07641,CNAG_07693,CNAG_07701,	15.2	2.0	2.37	3.41977892142e-07	8.54944730355e-06	8.54944730355e-06
GO:0016491	oxidoreductase activity	430	48	CNAG_00154,CNAG_00162,CNAG_00269,CNAG_00275,CNAG_00515,CNAG_00605,CNAG_00654,CNAG_00863,CNAG_00876,CNAG_00979,CNAG_01075,CNAG_01257,CNAG_01542,CNAG_01714,CNAG_01952,CNAG_02049,CNAG_02489,CNAG_02590,CNAG_02602,CNAG_02708,CNAG_02775,CNAG_02839,CNAG_02933,CNAG_03011,CNAG_03199,CNAG_03464,CNAG_03465,CNAG_03498,CNAG_03958,CNAG_04085,CNAG_04313,CNAG_04325,CNAG_04561,CNAG_04564,CNAG_05015,CNAG_05258,CNAG_05299,CNAG_05315,CNAG_05316,CNAG_06018,CNAG_06035,CNAG_06250,CNAG_06628,CNAG_06777,CNAG_07308,CNAG_07334,CNAG_07604,CNAG_07862,	11.2	1.47	1.6	0.00351268943258	0.0439086179073	0.0878172358145
GO:0016798	hydrolase activity, acting on glycosyl bonds	69	10	CNAG_00663,CNAG_02225,CNAG_03412,CNAG_04874,CNAG_05264,CNAG_05411,CNAG_05458,CNAG_06336,CNAG_06835,CNAG_07976,	14.5	1.91	2.09	0.0340381845863	0.283651538219	0.850954614658
