ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
GO:0016829	lyase activity	97	9	CNAG_00164,CNAG_00834,CNAG_01348,CNAG_02230,CNAG_04096,CNAG_04206,CNAG_05260,CNAG_06540,CNAG_06868,	9.3	3.85	4.4	0.000486016507005	0.00826228061908	0.00826228061908
GO:0016491	oxidoreductase activity	430	20	CNAG_00605,CNAG_01102,CNAG_01112,CNAG_01540,CNAG_01794,CNAG_02052,CNAG_02592,CNAG_02722,CNAG_02815,CNAG_02839,CNAG_03185,CNAG_03618,CNAG_03848,CNAG_04017,CNAG_04325,CNAG_04652,CNAG_05256,CNAG_05258,CNAG_06511,CNAG_06623,	4.7	1.93	2.17	0.00293104126452	0.0249138507484	0.0498277014969
